Item No.,Item name,Patch No.,Ascon code,EXPIRY DATE,Qty,Sales Price,Total Sales Price,Purchase Price,Total Purchase Price,Cost Price ,Tptal Cost Price,vat,total vat,total inc vat
111004540,Triplex-b 30tab,bb0148,529029,2/1/2026,1.00 ,19.8,19.8,12.71,12.71,12.71,12.71,0,0,12.71
121006978,Trisa T/B Cool Fresh Soft,1,547360,12/1/2030,10.00 ,15,150,9.14,91.4,9.14,91.4,0,0,91.4
121021980,Trisa T/B Fresh Hard,1,533475,12/1/2030,10.00 ,16,160,9.14,91.4,9.14,91.4,0,0,91.4
161000042,Trisa T/B Matrix Medium,1,539085,12/1/2030,10.00 ,10,100,5.76,57.6,5.76,57.6,0,0,57.6
121021317,Trisa Tb Swiss Clean Soft +Travel cap,1,547100,7/2/2029,12.00 ,18,216,9.88,118.56,9.88,118.56,0,0,118.56
121021771,Trisa Tb We Care Soft,1,546859,7/2/2029,10.00 ,12,120,5.76,57.6,5.76,57.6,0,0,57.6
121004629,Tropicana Slim Low Calorie Sweetner 50 sac,1,513057,3/31/2026,4.00 ,17,68,13,52,13,52,0.15,7.8,59.8
121016744,Tropicana Slim Stevia Free Sweetener Cgoromium 100sac,1,513059,3/31/2025,1.00 ,30,30,25.75,25.75,25.75,25.75,0.15,3.86,29.61
111003816,Tums Extra Strength 750 48tab,th6d,525287,11/11/2028,1.00 ,16.25,16.25,16.25,16.25,13.54,13.54,0,0,13.54
111003816,Tums Extra Strength 750 48tab,YL9L,537773,1/30/2029,1.00 ,16.25,16.25,16.25,16.25,13.54,13.54,0,0,13.54
121016232,Tung Gel 85g USA,1,524547,10/31/2028,3.00 ,35,105,23,69,23,69,0.15,10.35,79.35
111003508,Tussipan Plus Syrup 150ml,6329,546202,6/26/2025,2.00 ,54.75,109.5,54.75,109.5,23.41,46.81,0,0,46.81
121004632,Tybah Sewak,1,514158,12/1/2025,34.00 ,2.5,85,1.57,53.38,1.57,53.38,0.15,8.01,61.39
111002310,Tylenol 100mg 10suppos,23KQ152,549201,10/31/2025,5.00 ,10.15,50.75,10.15,50.75,7.11,35.53,0,0,35.53
111002311,Tylenol 200mg 10suppos,24BQ116,549202,1/31/2026,5.00 ,11.4,57,11.4,57,7.98,39.9,0,0,39.9
111002312,Tylenol 350gm 10 suppos,24BQ120,549203,1/31/2026,5.00 ,12.95,64.75,12.95,64.75,9.07,45.33,0,0,45.33
111002312,Tylenol 350gm 10 suppos,23dq015,545125,3/1/2025,1.00 ,12.95,12.95,9.07,9.07,9.07,9.07,0,0,9.07
111002314,Tymer 0.3% eye drops 5ml/bt,ah0168,538271,8/10/2025,1.00 ,28.35,28.35,28.35,28.35,21.26,21.26,0,0,21.26
121005605,Ultra Chocolate Condom 12 Lat,1,535242,7/1/2028,2.00 ,34.95,69.9,15.73,31.46,15.73,31.46,0,0,31.46
151001065,Ultra Colors Condoms 12 latex,1,505303,9/30/2027,3.00 ,34.95,104.85,34.95,104.85,34.95,104.85,0,0,104.85
151001065,Ultra Colors Condoms 12 latex,1,546787,3/1/2029,6.00 ,34.95,209.7,15.73,94.38,15.73,94.38,0,0,94.38
151001067,Ultra Dotted Condoms 12 latex,1,505306,4/1/2028,1.00 ,34.95,34.95,34.95,34.95,34.95,34.95,0,0,34.95
151001068,Ultra Flavours Condoms 12 latex,1,530215,7/1/2028,6.00 ,34.95,209.7,15.73,94.38,15.73,94.38,0,0,94.38
151001069,Ultra Lubricated Condoms 12 latex,1,530216,10/31/2028,6.00 ,34.95,209.7,15.73,94.38,15.73,94.38,0,0,94.38
121019039,Ultra Max Deo Clean Stick 71gm,1,537828,11/8/2026,1.00 ,25,25,11.34,11.34,11.34,11.34,0.15,1.7,13.04
121019039,Ultra Max Deo Clean Stick 71gm,1,546839,12/31/2026,4.00 ,25,100,11.34,45.36,11.34,45.36,0.15,6.8,52.16
121019039,Ultra Max Deo Clean Stick 71gm,666,547418,12/14/2026,11.00 ,25,275,11.34,124.74,11.34,124.74,0.15,18.71,143.45
121018810,Ultra max Deodrant Powder fresh 28g,1,546959,12/31/2026,4.00 ,18,72,8.84,35.36,8.84,35.36,0.15,5.3,40.66
121018810,Ultra max Deodrant Powder fresh 28g,1,495054,3/31/2026,1.00 ,18,18,10,10,10,10,0.15,1.5,11.5
121018809,Ultra max Deodrant Powder fresh 73g,1,534036,12/14/2026,2.00 ,26,52,14.18,28.36,14.18,28.36,0.15,4.25,32.61
121018809,Ultra max Deodrant Powder fresh 73g,1,529078,11/1/2026,14.00 ,26,364,13.02,182.28,13.02,182.28,0.15,27.34,209.62
151001070,Ultra Ribbed Condoms12 latex,1,524690,10/31/2028,6.00 ,34.95,209.7,15.73,94.38,15.73,94.38,0,0,94.38
151001072,Ultra Strawberry Condoms 12 latex,1,453110,10/31/2026,1.00 ,29,29,13,13,13,13,0,0,13
151001073,Ultra Thin Condoms 12 latex,1,546788,1/1/2029,6.00 ,34.95,209.7,15.73,94.38,15.73,94.38,0,0,94.38
151001074,Under Pads 60x90,1,510501,12/1/2030,1.00 ,35.25,35.25,30,30,30,30,0,0,30
142000029,Underpad Clinica Large 4x20 U514,1,456385,12/1/2030,1.00 ,38,38,30,30,30,30,0,0,30
142000101,Underpad Small 8x20-40x60 sm020,1,510500,12/1/2030,1.00 ,17.5,17.5,15,15,15,15,0,0,15
121021773,Unipro Foot Tochstone 5102,1,513166,12/1/2030,2.00 ,10,20,3.94,7.88,3.94,7.88,0.15,1.18,9.06
121021778,Unipro Hair Scissors 3379,1,513171,12/2/2028,1.00 ,28,28,18,18,18,18,0.15,2.7,20.7
121021774,Unipro Hair Scissors 3382,1,513167,12/2/2028,1.00 ,15,15,8.5,8.5,8.5,8.5,0.15,1.28,9.78
121021776,Unipro Hair Scissors W/Handle 3377,1,513169,12/2/2028,1.00 ,20,20,11.7,11.7,11.7,11.7,0.15,1.76,13.46
121021783,Unipro Lice Comb 101B,1,548172,1/1/2028,6.00 ,13,78,6.75,40.5,6.75,40.5,0.15,6.08,46.58
121021849,Unipro Lice Comb 101D,1,515709,12/1/2030,6.00 ,10,60,3.38,20.28,3.38,20.28,0.15,3.04,23.32
121022087,Unipro Lice Comb 101E,1,539031,12/1/2030,4.00 ,12,48,5.94,23.76,5.94,23.76,0.15,3.56,27.32
121021785,Unipro Metal Foot Touch Stone 5100,1,548173,12/2/2028,2.00 ,12,24,4.75,9.5,4.75,9.5,0.15,1.43,10.93
121021786,Unipro Nail Clipper 4803,1,548174,12/1/2030,2.00 ,10,20,3.94,7.88,3.94,7.88,0.15,1.18,9.06
121021790,Unipro Nail Clipper 4804,1,548178,12/1/2030,3.00 ,12,36,4,12,4,12,0.15,1.8,13.8
121021787,Unipro Nail Clipper 4805,1,548175,12/1/2030,3.00 ,10,30,3.25,9.75,3.25,9.75,0.15,1.46,11.21
121021788,Unipro Nail Clipper 4806,1,548176,12/1/2030,3.00 ,10,30,2.25,6.75,2.25,6.75,0.15,1.01,7.76
121021789,Unipro Nail Clipper 4807,1,548177,12/1/2030,3.00 ,10,30,3.5,10.5,3.5,10.5,0.15,1.58,12.08
121022259,Unipro Tweezer 3711,1,548179,12/1/2030,5.00 ,12,60,4,20,4,20,0.15,3,23
121020971,Uniwhyt Brightening Cream 50ml oo16,3010014,480234,1/1/2026,5.00 ,129.57,647.85,129.57,647.85,44.85,224.26,0.15,33.64,257.9
121020770,Uno Baby Puer Water Wipes 4x3x60,1,510365,12/1/2030,1.00 ,50,50,37.93,37.93,37.93,37.93,0.15,5.69,43.62
121004656,Ursofalk 250mg 50,L24056A,546203,4/30/2028,2.00 ,103.7,207.4,103.7,207.4,90.18,180.36,0,0,180.36
111002876,Uvamin 100mg Retard 20Cap,24088758,545714,2/25/2027,2.00 ,27.25,54.5,27.25,54.5,22.71,45.42,0,0,45.42
121005560,Vacuum 6pcs   طقم حجامة,1,472592,12/1/2030,3.00 ,20,60,8,24,8,24,0,0,24
111004216,Valerian 350mg 45 Caps,n08096a,512125,6/1/2028,1.00 ,65,65,65,65,46.41,46.41,0,0,46.41
111004216,Valerian 350mg 45 Caps,N080096N,546204,6/1/2028,1.00 ,65,65,65,65,46.41,46.41,0,0,46.41
111002340,Vascodipine 10mg 30tab,24DA19,538681,2/28/2027,1.00 ,63,63,35,35,35,35,0,0,35
111004739,Vascutal 60mg 45 pcs,eb01-0352,520700,11/30/2025,1.00 ,79.95,79.95,79.95,79.95,47.97,47.97,0,0,47.97
121008130,Vaseline Aloe Fresh 100ml,1,515733,12/14/2025,2.00 ,13,26,8.49,16.98,8.49,16.98,0.15,2.55,19.53
121008457,Vaseline Aloe Fresh 250ml 204602,1,512468,10/11/2026,4.00 ,22,88,14.7,58.8,14.7,58.8,0.15,8.82,67.62
121009287,Vaseline Cocoa Butter 100ml,1,515734,12/22/2026,3.00 ,13,39,8.51,25.53,8.51,25.53,0.15,3.83,29.36
121004698,Vaseline Hair Tonic 100ml 202958,1,534128,1/22/2026,7.00 ,10,70,6.8,47.6,6.8,47.6,0.15,7.14,54.74
121004699,Vaseline Hair Tonic 200ml,1,515724,10/4/2025,1.00 ,13,13,9.5,9.5,9.5,9.5,0.15,1.43,10.93
121004699,Vaseline Hair Tonic 200ml,1,534129,1/21/2026,3.00 ,13,39,9.8,29.4,9.8,29.4,0.15,4.41,33.81
121004700,Vaseline Hair Tonic 300ml,1,534130,12/25/2025,2.00 ,17,34,10.75,21.5,10.75,21.5,0.15,3.23,24.73
121007291,Vaseline Hair Tonic 400 ml,1,515726,9/6/2025,1.00 ,22,22,12.25,12.25,12.25,12.25,0.15,1.84,14.09
121007291,Vaseline Hair Tonic 400 ml,1,534131,9/10/2025,6.00 ,22,132,12.25,73.5,12.25,73.5,0.15,11.03,84.53
121016276,Vaseline Lip Therapy Original 4.8g,1,538815,5/17/2026,6.00 ,11,66,7.4,44.4,7.4,44.4,0.15,6.66,51.06
121015008,Vaseline Lip Therapy Rosy Lips 7g,34,548152,4/4/2027,1.00 ,14,14,9.5,9.5,9.5,9.5,0.15,1.43,10.93
121015008,Vaseline Lip Therapy Rosy Lips 7g,33,548151,3/15/2027,2.00 ,14,28,9.5,19,9.5,19,0.15,2.85,21.85
121015008,Vaseline Lip Therapy Rosy Lips 7g,1,546763,3/14/2027,2.00 ,14,28,9.5,19,9.5,19,0.15,2.85,21.85
121022155,Vaseline LipTherapy Tin Orginal 20gm,33,548150,5/1/2026,3.00 ,19,57,9.63,28.89,9.63,28.89,0.15,4.33,33.22
121022155,Vaseline LipTherapy Tin Orginal 20gm,1,548149,3/23/2026,2.00 ,19,38,9.63,19.26,9.63,19.26,0.15,2.89,22.15
121013351,Vaseline Lotion Aloe Soothe  (VIC) 200ml 208449,1,539017,3/16/2026,1.00 ,16,16,10.75,10.75,10.75,10.75,0.15,1.61,12.36
121013351,Vaseline Lotion Aloe Soothe  (VIC) 200ml 208449,1,512454,10/9/2025,1.00 ,16,16,11.15,11.15,11.15,11.15,0.15,1.67,12.82
121013347,Vaseline Lotion Aloe Soothe (VIC) 400ml 208443,1,539016,3/6/2026,1.00 ,25,25,18,18,18,18,0.15,2.7,20.7
121013347,Vaseline Lotion Aloe Soothe (VIC) 400ml 208443,1,512453,12/8/2025,2.00 ,25,50,18,36,18,36,0.15,5.4,41.4
121013347,Vaseline Lotion Aloe Soothe (VIC) 400ml 208443,1,488713,5/31/2025,2.00 ,25,50,18,36,18,36,0.15,5.4,41.4
121013349,Vaseline Lotion Cocoa Radiant  (VIC) 200ml 208438,1,515727,10/21/2025,1.00 ,16,16,11.15,11.15,11.15,11.15,0.15,1.67,12.82
121016944,Vaseline Lotion Essential Even Tone Perfect 10 200ml,1,512458,11/3/2025,1.00 ,20,20,13.37,13.37,13.37,13.37,0.15,2.01,15.38
121013261,Vaseline Lotion Essntl Healing (VIC) 200ml 208450,1,539018,1/8/2026,2.00 ,16,32,10.75,21.5,10.75,21.5,0.15,3.23,24.73
121013261,Vaseline Lotion Essntl Healing (VIC) 200ml 208450,1,515729,12/8/2025,1.00 ,16,16,11.15,11.15,11.15,11.15,0.15,1.67,12.82
121009920,Vaseline Lotion Healthy Even Tone 200ml,1,538820,1/31/2026,2.00 ,20,40,11.85,23.7,11.85,23.7,0.15,3.56,27.26
121018781,Vaseline Lotion Ice Cool Hydration 400ml,1,496423,8/31/2025,2.00 ,31,62,20.94,41.88,20.94,41.88,0.15,6.28,48.16
121015503,Vaseline Perfomed Baby Peto. Jelly 250ml,1,501407,10/13/2026,4.00 ,22,88,14.7,58.8,14.7,58.8,0.15,8.82,67.62
121004719,Vaseline Pure Peto. Jelly 100ml,1,547213,9/7/2027,6.00 ,11,66,7.41,44.46,7.41,44.46,0.15,6.67,51.13
121004721,Vaseline Pure Peto. Jelly 450ml,1,500682,9/8/2026,5.00 ,30,150,19.87,99.35,19.87,99.35,0.15,14.9,114.25
121004722,Vaseline Pure Peto. Jelly 60ml,1,522984,2/8/2027,2.00 ,7,14,4.35,8.7,4.35,8.7,0.15,1.31,10.01
111002347,Vastarel MR 35mg Modified,6058183,483106,3/1/2025,2.00 ,62.1,124.2,62.1,124.2,51.75,103.5,0,0,103.5
121004732,Vatika Cactus Hair Oil 300 ml CHO300,1,533523,5/31/2026,2.00 ,18,36,11,22,11,22,0.15,3.3,25.3
121004732,Vatika Cactus Hair Oil 300 ml CHO300,1,512620,4/30/2026,2.00 ,18,36,11,22,11,22,0.15,3.3,25.3
121004733,Vatika Hair Cream Anti.Dandruf 210 ml.,1,547399,3/30/2027,2.00 ,16,32,9.25,18.5,9.25,18.5,0.15,2.78,21.28
121014677,Vatika Hair Cream Dandruff Guard 140ml,1,533190,1/30/2027,2.00 ,11,22,6,12,6,12,0.15,1.8,13.8
121014677,Vatika Hair Cream Dandruff Guard 140ml,1,547398,1/31/2027,2.00 ,12.17,24.34,6,12,6,12,0.15,1.8,13.8
121014677,Vatika Hair Cream Dandruff Guard 140ml,1,488720,4/1/2026,2.00 ,11,22,6.9,13.8,6.9,13.8,0.15,2.07,15.87
121016151,Vatika Hair Gel Rock Hard Extreme Hold 500ml,1,538863,10/31/2026,2.00 ,15,30,7.5,15,7.5,15,0.15,2.25,17.25
121015771,Vatika Hair Oil Black Seed 200ml,1,524502,6/30/2026,2.00 ,12,24,7.25,14.5,7.25,14.5,0.15,2.18,16.68
121014862,Vatika Hair Oil Black Seed 300ml,1,532995,10/30/2026,1.00 ,18,18,11,11,11,11,0.15,1.65,12.65
121015125,Vatika Hamam Zait Garlic 500g,1,515971,5/31/2026,1.00 ,21,21,14.5,14.5,14.5,14.5,0.15,2.18,16.68
121012732,Vatika Henna Hair Color,1,539295,1/31/2027,5.00 ,12,60,6,30,6,30,0.15,4.5,34.5
121004775,Vatika Hot Oil Intensive Nourishment 500g hzn500,1,515972,9/30/2026,3.00 ,21,63,14.5,43.5,14.5,43.5,0.15,6.53,50.03
121015915,Vatika Mega Hold Styling Gel 250ml,1,538866,10/31/2026,1.00 ,12,12,6.5,6.5,6.5,6.5,0.15,0.98,7.48
121015992,Vatika Moroccan Argan Hair Oil 300ml,1,538962,11/30/2026,2.00 ,18,36,11,22,11,22,0.15,3.3,25.3
121016984,Vatika Shampo Strenghtning Spanish Olive 400ml,1,496417,8/31/2025,2.00 ,17,34,10.5,21,10.5,21,0.15,3.15,24.15
121016984,Vatika Shampo Strenghtning Spanish Olive 400ml,1,500599,10/31/2025,2.00 ,17,34,10,20,10,20,0.15,3,23
121016103,Vatika Shampoo Argan Anti Breakage 400ml,1,496413,8/31/2025,3.00 ,17,51,10,30,10,30,0.15,4.5,34.5
121010006,Vatika Strong Hold Hair Gel 250ml,1,538868,8/31/2026,2.00 ,12,24,6.5,13,6.5,13,0.15,1.95,14.95
121010006,Vatika Strong Hold Hair Gel 250ml,1,528653,6/30/2026,2.00 ,12,24,6.5,13,6.5,13,0.15,1.95,14.95
121010005,Vatika Wet Look Hair Gel 250ml,1,528655,11/30/2025,4.00 ,12,48,6.5,26,6.5,26,0.15,3.9,29.9
121004743,Vavo  Shampoo   100 ml,4NN839,539863,5/1/2027,1.00 ,26.5,26.5,26.5,26.5,18.55,18.55,0,0,18.55
121004744,Vebix Deo Cream Blu Activ 25ml,1,546931,4/30/2027,11.00 ,14,154,10,110,10,110,0.15,16.5,126.5
121004745,Vebix Deo Cream Classic 25ml,1,505378,5/1/2026,1.00 ,14,14,10,10,10,10,0.15,1.5,11.5
121004745,Vebix Deo Cream Classic 25ml,1,547899,4/30/2027,11.00 ,14,154,10,110,10,110,0.15,16.5,126.5
121014079,Vebix Deo Cream Musk 25ml,1,485561,11/30/2025,2.00 ,14,28,9,18,9,18,0.15,2.7,20.7
121004747,Vebix Deo Cream Oud 25m,1,485560,11/30/2025,1.00 ,14,14,9,9,9,9,0.15,1.35,10.35
121004747,Vebix Deo Cream Oud 25m,1,535456,4/30/2027,2.00 ,14,28,10,20,10,20,0.15,3,23
121014080,Vebix Deo Cream Women 25ml (Red),1,515545,7/1/2026,1.00 ,14,14,10,10,10,10,0.15,1.5,11.5
121004751,Veet HR Cream Dry Skin 100ml,1,462895,2/23/2025,4.00 ,15,60,6.9,27.6,6.9,27.6,0.15,4.14,31.74
121004751,Veet HR Cream Dry Skin 100ml,1,512584,2/23/2025,7.00 ,15,105,5.75,40.25,5.75,40.25,0.15,6.04,46.29
121004753,Veet HR Cream Normal Skin 100ml,1,522827,1/10/2027,1.00 ,15,15,6,6,6,6,0.15,0.9,6.9
121004753,Veet HR Cream Normal Skin 100ml,1,547301,8/18/2027,12.00 ,15,180,7.6,91.2,7.6,91.2,0.15,13.68,104.88
121004755,Veet HR Cream Sensetive Skin 100ml,1,547302,1/10/2026,9.00 ,15,135,7.6,68.4,7.6,68.4,0.15,10.26,78.66
121005288,Veet Wax Mini Face Sensitive Skin 20pcs,1,523349,2/1/2026,3.00 ,32,96,23.75,71.25,23.75,71.25,0.15,10.69,81.94
121004763,Veet Wax Strip for Dry Skin 20s,1,483511,2/1/2025,2.00 ,30,60,13.5,27,13.5,27,0.15,4.05,31.05
121004765,Veet Wax Strip for Sensitive Skin 20s,1,505367,8/1/2025,1.00 ,30,30,13.5,13.5,13.5,13.5,0.15,2.03,15.53
121004765,Veet Wax Strip for Sensitive Skin 20s,1,518888,8/1/2025,2.00 ,30,60,18.5,37,18.5,37,0.15,5.55,42.55
121004766,Veet Wax Strips Bikini Underarm 16pcs,1,505366,1/31/2026,4.00 ,31,124,20.6,82.4,20.6,82.4,0.15,12.36,94.76
111003702,Vega 100mg 4 Tab,16544,486130,4/30/2026,2.00 ,43.7,87.4,43.7,87.4,15.83,31.67,0,0,31.67
111003702,Vega 100mg 4 Tab,18178,543897,4/29/2027,9.00 ,43.7,393.3,15.83,142.51,15.83,142.51,0,0,142.51
111003702,Vega 100mg 4 Tab,17365,530355,11/30/2026,1.00 ,43.7,43.7,43.7,43.7,15.83,15.83,0,0,15.83
111003702,Vega 100mg 4 Tab,16543,503671,3/1/2026,1.00 ,43.7,43.7,43.7,43.7,10.02,10.02,0,0,10.02
111003808,Vega 50mg 4tab,15714,490041,9/1/2025,3.00 ,43.7,131.1,43.7,131.1,0,0,0,0,0
111003566,Venex XR 150mg 14 Cap,1403317,543650,2/22/2026,2.00 ,90.3,180.6,90.3,180.6,78.52,157.05,0,0,157.05
111003565,Venex XR 75mg 14 Cap,1400509,531364,11/29/2025,1.00 ,54.1,54.1,45.09,45.09,45.09,45.09,0,0,45.09
111002355,Ventolin Resp. Solution,RR3U,547547,4/30/2027,3.00 ,18.65,55.95,15.54,46.62,15.54,46.62,0,0,46.62
111002359,Verine SR 200mg 30 RMBP,2002081,543939,6/10/2027,5.00 ,43.2,216,43.2,216,30.24,151.21,0,0,151.21
111002360,Verine tabs 135mg rmbp 30  p,1149182,536755,8/1/2027,2.00 ,19.45,38.9,19.45,38.9,12.97,25.93,0,0,25.93
111002360,Verine tabs 135mg rmbp 30  p,2001375,549204,6/13/2028,3.00 ,19.45,58.35,19.45,58.35,13.62,40.85,0,0,40.85
111002361,Vermox 100mg 6 tab,24bq180,538273,1/31/2027,2.00 ,9.5,19,9.5,19,7.92,15.83,0,0,15.83
111002363,Vesicare  5mg FC 30 tab,F240094,536776,1/31/2028,1.00 ,135.85,135.85,135.85,135.85,107.4,107.4,0,0,107.4
111003621,Vexal XR 150mg,1203228,471306,4/1/2025,1.00 ,101.85,101.85,101.85,101.85,88.57,88.57,0,0,88.57
111003748,Vexal XR 37.5mg 14Cap,1216640,544929,11/1/2025,1.00 ,30.05,30.05,25.04,25.04,25.04,25.04,0,0,25.04
111003748,Vexal XR 37.5mg 14Cap,1211640,536766,11/1/2025,1.00 ,30.05,30.05,30.05,30.05,25.04,25.04,0,0,25.04
111003381,Vexal XR 75mg Cap,1404824,538274,12/18/2026,1.00 ,60.1,60.1,60.1,60.1,50.09,50.09,0,0,50.09
111002936,Viagra 100 mg Film Coated,HX2128,549205,1/31/2028,7.00 ,70.1,490.7,70.1,490.7,60.96,426.71,0,0,426.71
111002366,Viagra 50 mg 4 tab,GG0310,513710,5/1/2026,0.75 ,73.75,55.31,73.75,55.31,64.13,48.1,0,0,48.1
111002366,Viagra 50 mg 4 tab,hd9506,538275,4/30/2027,9.75 ,70.1,683.48,70.1,683.48,60.96,594.35,0,0,594.35
111002366,Viagra 50 mg 4 tab,GG0310,511399,5/1/2026,3.75 ,73.75,276.56,73.75,276.56,64.13,240.5,0,0,240.5
111002367,Vibramycin 100mg 10tab,b807902,499284,3/31/2026,3.00 ,29.8,89.4,29.8,89.4,24.84,74.51,0,0,74.51
121004785,Vichy Deo Cream 7 Days Treatment  30ml,1,548224,9/26/2027,2.00 ,90.43,180.86,66.92,133.84,66.92,133.84,0.15,20.08,153.92
121013745,Vichy Deo Roll On  Beauty Anti-Transpirant 50ml,1,548225,10/23/2027,2.00 ,85.21,170.42,63.06,126.12,63.06,126.12,0.15,18.92,145.04
121015865,Vichy Deo Roll On Mineral 50ml,1,458235,8/1/2025,1.00 ,77,77,53.13,53.13,53.13,53.13,0.15,7.97,61.1
121004807,Vichy Deo Roll On Senstive Fragrance Free 50ml,1,548226,10/23/2027,2.00 ,85.21,170.42,63.06,126.12,63.06,126.12,0.15,18.92,145.04
121018645,Vichy Deo Roll On Senstive Skin 48H (Green) 50ml,1,533605,5/26/2029,2.00 ,85.21,170.42,68.21,136.42,68.21,136.42,0.15,20.46,156.88
121004822,Vichy Drcos Anti- Dandruff Shampoo Dry Hair Greasy 200ml,1,524355,5/26/2029,3.00 ,107.83,323.49,79.79,239.37,79.79,239.37,0.15,35.91,275.28
121004824,Vichy Drcos Energising SHW/AMXL 200ml,1,514164,2/26/2029,2.00 ,107.83,215.66,80.87,161.74,80.87,161.74,0.15,24.26,186
111004189,Vicks First Defence 15ml,4099028830,538276,3/1/2026,1.00 ,50,50,50,50,42.5,42.5,0,0,42.5
121016061,Vicks Inhaler Card,1,529102,4/30/2025,1.00 ,12,12,7.5,7.5,7.5,7.5,0,0,7.5
121016061,Vicks Inhaler Card,1,504543,4/30/2025,2.00 ,12,24,8.35,16.7,8.35,16.7,0,0,16.7
121004868,Vicks Lozings Cherry 20p,1,524765,2/28/2025,1.00 ,7.5,7.5,4.75,4.75,4.75,4.75,0.15,0.71,5.46
121004868,Vicks Lozings Cherry 20p,1,547401,4/1/2025,19.00 ,7.5,142.5,4.75,90.25,4.75,90.25,0.15,13.54,103.79
121004869,Vicks Lozings Lemon 20p,1,547400,7/30/2025,8.00 ,7.75,62,4.75,38,4.75,38,0.15,5.7,43.7
121018263,Vicks Vapo Drops 16 lz,1,535052,3/30/2026,7.00 ,30,210,17.2,120.4,17.2,120.4,0,0,120.4
121018263,Vicks Vapo Drops 16 lz,1,534613,4/30/2026,6.00 ,30,180,17.2,103.2,17.2,103.2,0,0,103.2
121018263,Vicks Vapo Drops 16 lz,555,515887,4/30/2026,1.00 ,30,30,19.5,19.5,19.5,19.5,0,0,19.5
121018264,Vicks Vapo Drops 36 lz,1,513297,3/30/2026,5.00 ,40,200,25.3,126.5,25.3,126.5,0,0,126.5
121018264,Vicks Vapo Drops 36 lz,777,515888,4/30/2026,6.00 ,40,240,25.3,151.8,25.3,151.8,0,0,151.8
121018264,Vicks Vapo Drops 36 lz,1,535053,4/30/2026,6.00 ,40,240,22.25,133.5,22.25,133.5,0,0,133.5
121015933,Vicks Vaporub Baby Rub 50g,1,505395,9/30/2025,1.00 ,25,25,14.75,14.75,14.75,14.75,0.15,2.21,16.96
121015933,Vicks Vaporub Baby Rub 50g,1,518950,9/30/2025,5.00 ,25,125,13.75,68.75,13.75,68.75,0.15,10.31,79.06
111002372,Victoria 2000mg 30 Cap (New),22F0661,544723,6/1/2025,1.00 ,152,152,103.36,103.36,103.36,103.36,0,0,103.36
111002909,Vidrop Oral Drops 15ml,240827,543950,3/6/2026,10.00 ,7.75,77.5,7.75,77.5,5.43,54.25,0,0,54.25
111002373,Vigamox eye drops,VFY12A,545715,4/30/2026,1.00 ,26.6,26.6,26.6,26.6,22.17,22.17,0,0,22.17
151001550,Vinyl Gloves Powder Free Medium,1,488366,12/1/2030,17.00 ,30,510,7.8,132.6,7.8,132.6,0,0,132.6
121019571,Vip Colour Shampo 180ml,1,534069,12/31/2026,2.00 ,80,160,58.7,117.4,58.7,117.4,0.15,17.61,135.01
131000543,Vitafos Junior Vanilla 400g,1,522391,10/10/2026,2.00 ,45,90,41.9,83.8,41.9,83.8,0.15,12.57,96.37
121020965,Vivaheel Massage Emul Gel 100ml 1195,3010002,480228,11/30/2025,5.00 ,41.9,209.5,41.9,209.5,14.5,72.52,0.15,10.88,83.4
121020965,Vivaheel Massage Emul Gel 100ml 1195,1,502426,7/7/2025,2.00 ,41.9,83.8,41.9,83.8,13.47,26.94,0.15,4.04,30.98
111002389,Voltaren  75mg 3ml / 5 Amp,NV6945,541649,4/30/2026,1.00 ,30.7,30.7,19.68,19.68,19.68,19.68,0,0,19.68
111002392,Voltaren 100mg supp,ASDPP87525,526781,9/30/2026,2.00 ,18.2,36.4,18.2,36.4,14.56,29.12,0,0,29.12
111002392,Voltaren 100mg supp,adpp87489,545128,4/30/2026,1.00 ,18.2,18.2,15.17,15.17,15.17,15.17,0,0,15.17
111002392,Voltaren 100mg supp,adpp87509,519757,8/31/2026,1.00 ,18.2,18.2,15.17,15.17,15.17,15.17,0,0,15.17
111002391,Voltaren 12.5mg 10 Supp.,adpd56194,517576,12/31/2024,3.00 ,12.7,38.1,12.7,38.1,10.58,31.75,0,0,31.75
111002395,Voltaren 50mg 10 Supp.,ADPK97065,545126,2/28/2026,2.00 ,19.9,39.8,16.58,33.16,16.58,33.16,0,0,33.16
111003404,Voltaren Emulgel 1% 100g,3c8u,526616,2/2/2027,3.00 ,26,78,26,78,21.67,65,0,0,65
111002709,Voltaren Emulgel 1% 50g,lf6m,534879,9/1/2026,1.00 ,17.05,17.05,14.21,14.21,14.21,14.21,0,0,14.21
111002709,Voltaren Emulgel 1% 50g,v39t,526195,12/12/2026,2.00 ,17.05,34.1,17.05,34.1,14.21,28.42,0,0,28.42
111002402,Voltic 50mg 20 tabs,BB0365,531121,2/1/2026,2.00 ,18.95,37.9,9.95,19.9,9.95,19.9,0,0,19.9
111002403,Voltic 75 mg 3ml 5 amps,ah0336,519435,8/1/2025,5.00 ,23.5,117.5,23.5,117.5,0,0,0,0,0
111002543,Voltic-D 50mg Dispersible 20Tap,zg0146,496949,8/1/2025,3.00 ,26.6,79.8,26.6,79.8,1.14,3.42,0,0,3.42
111003722,Vominore 20Tab,2401062,547707,12/31/2028,4.00 ,10,40,8.33,33.32,8.33,33.32,0,0,33.32
111004291,Vulga Xr 80mg 30 Tab,4305,530265,4/1/2025,1.00 ,100,100,86.96,86.96,86.96,86.96,0,0,86.96
