Item No.,Item name,Patch No.,Ascon code,EXPIRY DATE,Qty,Sales Price,Total Sales Price,Purchase Price,Total Purchase Price,Cost Price ,Tptal Cost Price,vat,total vat,total inc vat
121015729,Elvive Sham Total Repair Repairing 700ml,1,500633,10/31/2026,1.00 ,30,30,18.98,18.98,18.98,18.98,0.15,2.85,21.83
121016721,Elvive Shampo Dream Long 200ml,1,439322,3/1/2025,4.00 ,13,52,9.25,37,9.25,37,0.15,5.55,42.55
121016721,Elvive Shampo Dream Long 200ml,1,539115,6/7/2027,2.00 ,14,28,9.25,18.5,9.25,18.5,0.15,2.78,21.28
121016628,Elvive Shampo Dream Long 400ml,1,462481,5/31/2025,2.00 ,20,40,11.06,22.12,11.06,22.12,0.15,3.32,25.44
121017341,Elvive Shampo Keratin Dream Long Straight 600ml,33333,507468,7/31/2025,1.00 ,30,30,17.74,17.74,17.74,17.74,0.15,2.66,20.4
121017341,Elvive Shampo Keratin Dream Long Straight 600ml,1,501479,9/17/2026,1.00 ,30,30,17.74,17.74,17.74,17.74,0.15,2.66,20.4
121021353,Elvive Shampoo Hyaluron Moisture 200ml,1,515860,10/29/2026,2.00 ,14,28,8.51,17.02,8.51,17.02,0.15,2.55,19.57
121021354,Elvive Shampoo Hyaluron Moisture 400ml,1,515861,11/18/2026,1.00 ,20,20,10.64,10.64,10.64,10.64,0.15,1.6,12.24
111000825,Emidol 500mg tab,C614,546177,2/21/2027,4.00 ,3.45,13.8,3.45,13.8,2.88,11.5,0,0,11.5
111000828,Emifenac 50mg tab,C684,549173,4/2/2027,7.00 ,23.35,163.45,23.35,163.45,9.34,65.39,0,0,65.39
121006810,Enchanteur Romantic Perfumed Talc 250g,1,479219,1/1/2026,1.00 ,14,14,8.7,8.7,8.7,8.7,0.15,1.31,10.01
121001264,Energy Cristal Serum 100ml,1,537860,4/30/2027,1.00 ,41,41,29.5,29.5,29.5,29.5,0.15,4.43,33.93
121001264,Energy Cristal Serum 100ml,1,515700,10/31/2026,1.00 ,41,41,29.5,29.5,29.5,29.5,0.15,4.43,33.93
121001265,Energy Cristal Serum 60ml,1,534940,11/30/2026,6.00 ,31,186,24,144,24,144,0.15,21.6,165.6
121011036,Energy Facial Cleanser Lemon 235ml,1,548116,2/28/2027,6.00 ,7,42,4.13,24.78,4.13,24.78,0.15,3.72,28.5
121015663,Enjoy Condom 3Pcs,1,537961,2/28/2028,10.00 ,10,100,4.8,48,4.8,48,0,0,48
121019438,Enjoy Hair Remov Sweet Honey 400gm,1,539057,4/30/2028,13.00 ,15,195,6.25,81.25,6.25,81.25,0.15,12.19,93.44
121019438,Enjoy Hair Remov Sweet Honey 400gm,1,515932,8/30/2028,3.00 ,15,45,6,18,6,18,0.15,2.7,20.7
121021230,Enjoy Nail Polish Remover 237 ml,4444,515935,10/1/2027,4.00 ,20,80,13.25,53,13.25,53,0.15,7.95,60.95
121020048,Enjoy Razors 3pcs,1,548090,10/10/2029,3.00 ,12,36,6.25,18.75,6.25,18.75,0.15,2.81,21.56
111000841,Enoxirt Inj. 1g lm,1624,546178,6/14/2026,2.00 ,45.3,90.6,45.3,90.6,15.1,30.2,0,0,30.2
111003120,Entapro 10mg 30Tap,1818,524091,11/1/2026,1.00 ,75.2,75.2,75.2,75.2,52.32,52.32,0,0,52.32
111003121,Entapro 20mg 30Tap,1560,508439,7/1/2026,1.00 ,123.35,123.35,123.35,123.35,90.1,90.1,0,0,90.1
111004055,Enterogermina 12 Caps,3l002,524092,9/30/2026,2.00 ,74.8,149.6,74.8,149.6,65.05,130.09,0,0,130.09
111004241,Enterogermina Oral Susp 10x5ml Box,4I084,532170,1/31/2026,3.00 ,74.8,224.4,74.8,224.4,65.05,195.14,0,0,195.14
111000843,Epicogel  Susp.,2402779,549327,4/15/2027,3.00 ,6.2,18.6,6.2,18.6,4.34,13.02,0,0,13.02
111004472,Epicure Plus Oint 30ml Tube,1,548230,3/1/2027,1.00 ,33.91,33.91,18.65,18.65,18.65,18.65,0.15,2.8,21.45
111000844,Epimag / Eff Gran,2407969,549319,9/2/2027,3.00 ,6.2,18.6,6.2,18.6,5.17,15.5,0,0,15.5
111004198,Epitam 500mg 30 Tab,7132,541312,1/30/2027,1.00 ,82.35,82.35,82.35,82.35,71.61,71.61,0,0,71.61
121021474,Eralyce Cream 1% 2x30gm,1,506419,12/30/2024,1.00 ,85.8,85.8,85.8,85.8,49.74,49.74,0,0,49.74
111004107,Eralyce Cream 1% 30gm,17977,542305,3/17/2026,1.00 ,42.9,42.9,35.51,35.51,35.51,35.51,0,0,35.51
111004108,Eralyce Cream 5% 30gm,1,507769,11/30/2025,2.00 ,42.9,85.8,42.9,85.8,29.79,59.59,0,0,59.59
111004108,Eralyce Cream 5% 30gm,16781,504432,8/30/2025,1.00 ,42.9,42.9,29.79,29.79,29.79,29.79,0,0,29.79
111003395,Erecta 100mg F.C ATab,zc0119,499465,3/1/2025,3.50 ,48.55,169.93,48.55,169.93,9.18,32.14,0,0,32.14
111003379,Erecta 50mg 4Tab,AM0193,546180,11/1/2026,2.00 ,48.55,97.1,48.55,97.1,20.23,40.46,0,0,40.46
111003379,Erecta 50mg 4Tab,zg0152,499466,7/1/2025,0.75 ,48.55,36.41,48.55,36.41,23.87,17.9,0,0,17.9
121001270,Eskinol NFC  Papaya 225 ml,1,534109,5/6/2027,3.00 ,9,27,5.75,17.25,5.75,17.25,0.15,2.59,19.84
121001276,Eskinol NFC Lemon 225 ml,1,548142,8/11/2026,6.00 ,9,54,5.75,34.5,5.75,34.5,0.15,5.18,39.68
111004043,Essential D 10000 IU 60 Caps,24D210-1,540518,4/1/2026,2.00 ,38.45,76.9,38.45,76.9,24.67,49.35,0,0,49.35
111004043,Essential D 10000 IU 60 Caps,23H137-1,516773,8/31/2025,1.00 ,38.45,38.45,38.45,38.45,24.63,24.63,0,0,24.63
111004356,Essential D3 1000 iu 60 cap,23K092-1,531295,10/1/2025,1.00 ,33,33,21.18,21.18,21.18,21.18,0,0,21.18
111003353,Etoria FC 60mg 28 Tap,1150565,544915,5/31/2025,1.00 ,60.45,60.45,48.36,48.36,48.36,48.36,0,0,48.36
111002907,Eucarbon 30mg 30Tap,4768A,541001,12/1/2026,6.00 ,12.95,77.7,12.95,77.7,9.17,55.04,0,0,55.04
121020764,Eucerin Advanced Repair Cream 454gm,1,506445,12/30/2025,1.00 ,120,120,62.7,62.7,62.7,62.7,0.15,9.41,72.11
121020734,Eucerin Advanced Repair Foot Cream 85gm,1,468463,8/1/2025,1.00 ,60,60,26,26,26,26,0.15,3.9,29.9
121020734,Eucerin Advanced Repair Foot Cream 85gm,1,506444,3/30/2026,1.00 ,60,60,25.3,25.3,25.3,25.3,0.15,3.8,29.1
121021339,Eucerin Daily Hydration Creasm 226gm,1,501197,1/30/2025,1.00 ,80,80,50.4,50.4,50.4,50.4,0.15,7.56,57.96
121021478,Eucerin Itch Relief Intensive Calming Lotion 250ml,1,506448,12/30/2024,1.00 ,83,83,52.8,52.8,52.8,52.8,0.15,7.92,60.72
121021479,Eucerin Original Healing Cream 454g,1,506450,1/1/2025,1.00 ,106,106,78.65,78.65,78.65,78.65,0.15,11.8,90.45
121021342,Eucerin Sin Calming Itch Soothing cream 226gm,1,501200,4/30/2026,1.00 ,70,70,39.9,39.9,39.9,39.9,0.15,5.99,45.89
111000859,Euthyrox 100mcg 100 tab,G02A4H,543932,3/31/2027,4.00 ,31.35,125.4,31.35,125.4,26.13,104.51,0,0,104.51
111000860,Euthyrox 150mcg 100 tab,g01tah,511433,1/31/2026,1.00 ,36.55,36.55,36.55,36.55,30.46,30.46,0,0,30.46
111000860,Euthyrox 150mcg 100 tab,G01X82,527909,6/30/2026,3.00 ,36.55,109.65,36.55,109.65,30.46,91.37,0,0,91.37
111000861,Euthyrox 25mcg 100 tab,G02A74,543769,2/28/2027,3.00 ,17.05,51.15,17.05,51.15,14.21,42.63,0,0,42.63
111000862,Euthyrox 50mcg 100 tab,G027FG,536789,2/28/2027,2.00 ,22.25,44.5,22.25,44.5,18.54,37.09,0,0,37.09
121001281,Eva Smokers Tooth Powder Florin 45g,1,464754,9/30/2025,1.00 ,11,11,7.25,7.25,7.25,7.25,0.15,1.09,8.34
111002916,Evit 400mg 30Cap,5901,526676,12/31/2026,1.00 ,36.3,36.3,36.3,36.3,24.32,24.32,0,0,24.32
111002916,Evit 400mg 30Cap,6192,527912,12/31/2026,1.00 ,36.3,36.3,36.3,36.3,20.17,20.17,0,0,20.17
111004253,Evoka 60 gm 4 Tab,3714001,541313,5/31/2026,2.00 ,49,98,49,98,20.42,40.84,0,0,40.84
151000339,Evra Transdermal 3 Patches,V41303AA,549328,1/31/2026,6.00 ,24.15,144.9,24.15,144.9,20.13,120.76,0,0,120.76
111000877,Exforge 160/10mg FC 28 tab,B9078V,518260,9/30/2026,1.00 ,74,74,74,74,61.78,61.78,0,0,61.78
111003171,Exforge HCT 10/160/12.5mg 28Tab,B9095U,516571,9/30/2025,2.00 ,83,166,83,166,69.22,138.44,0,0,138.44
111003169,Exforge HCT 10/160/25mg 28Tab,b9088h,524097,9/30/2025,1.00 ,83,83,83,83,69.29,69.29,0,0,69.29
111003170,Exforge HCT 5/160/12.5mg 28Tab,B9108F,543942,10/31/2025,2.00 ,71,142,71,142,58.65,117.31,0,0,117.31
111003313,Exforge HCT 5/160/25mg 28Tab,b8919r,544941,3/31/2025,1.00 ,71,71,58.65,58.65,58.65,58.65,0,0,58.65
111003313,Exforge HCT 5/160/25mg 28Tab,B8919R,488397,3/31/2025,1.00 ,71,71,71,71,58.65,58.65,0,0,58.65
121011608,Expan N.Cough Syrup 100m,48221087,455681,10/1/2025,1.00 ,39.65,39.65,39.65,39.65,33.04,33.04,0,0,33.04
111000880,Exylin syrup 14mg/5ml 100ml p,2000659,549175,5/30/2027,14.00 ,7.7,107.8,7.7,107.8,6.1,85.35,0,0,85.35
111000881,Exylin Syrup Ped. 7mg/5ml 100ml,1153617,545721,2/1/2028,4.00 ,6,24,6,24,4.75,19,0,0,19
121019905,Eye Lashes,1,449959,12/1/2030,6.00 ,17.5,105,17.5,105,11.38,68.25,0.15,10.24,78.49
121001290,Eye pad Adult .Box,1,404445,12/1/2030,5.00 ,15,75,6.5,32.5,6.5,32.5,0,0,32.5
121001291,Eye Pad Child .Box,1,463773,12/1/2030,6.00 ,15,90,5.6,33.6,5.6,33.6,0,0,33.6
121014396,Eye Pad For Childrens Eye BAD002,1,447803,12/1/2030,1.00 ,15,15,12,12,7.8,7.8,0,0,7.8
121011045,Eyelash Duralash Flare Short Black,1,449335,12/1/2030,1.00 ,120,120,120,120,76.8,76.8,0,0,76.8
111000884,Ezilax Syrup 300  ml,4KJ281D,549329,1/14/2027,5.00 ,21.95,109.75,21.95,109.75,15.92,79.58,0,0,79.58
111000885,Ezipan 100ml Srup,3XA264D,540649,12/24/2026,4.00 ,44.75,179,44.75,179,17.16,68.62,0,0,68.62
111000887,Ezolvin 4mg/5mg syrup,OS381,532172,5/31/2027,2.00 ,7.6,15.2,7.6,15.2,5.76,11.52,0,0,11.52
111000887,Ezolvin 4mg/5mg syrup,OS339,546181,5/17/2027,2.00 ,7.6,15.2,7.6,15.2,6.33,12.67,0,0,12.67
111000888,Ezolvin 8 mg 20 Tab,OT434,546182,6/24/2027,6.00 ,8.85,53.1,8.85,53.1,7.38,44.25,0,0,44.25
131000066,Fabimilk No  2  900g,1,498819,9/9/2025,1.00 ,83,83,71.75,71.75,71.75,71.75,0.15,10.76,82.51
121016477,Face mask Black,1,534639,12/1/2030,4.00 ,25,100,4.75,19,4.75,19,0,0,19
121021220,Fade Out Advanced Whitening Day Cream Spf 25 50 ml,1,524344,10/30/2026,2.00 ,50,100,31,62,31,62,0.15,9.3,71.3
121018572,Fade Out Advanced Whitening Moisturizer Cream Spf 50ml,1,524345,9/30/2026,3.00 ,50,150,31,93,31,93,0.15,13.95,106.95
121018573,Fade Out Advanced Whitening Night Cream 50ml,1,524346,9/30/2026,1.00 ,50,50,31,31,31,31,0.15,4.65,35.65
121001313,Fade Out Cream Original Care 75ml,1,522915,10/30/2026,1.00 ,50,50,28,28,28,28,0.15,4.2,32.2
121001325,Fair - lovely Anti Marks Cream 100g 204080,1,512503,5/31/2025,2.00 ,26,52,18,36,18,36,0.15,5.4,41.4
121001323,Fair - Lovely Fairness Cream 80g 206313,1,496375,4/1/2025,1.00 ,20,20,15,15,15,15,0.15,2.25,17.25
121001323,Fair - Lovely Fairness Cream 80g 206313,1,509121,7/31/2025,10.00 ,20,200,15,150,15,150,0.15,22.5,172.5
121001322,Fair - Lovely Fairness Crm 100g,1,509120,8/31/2025,1.00 ,24,24,17.25,17.25,17.25,17.25,0.15,2.59,19.84
121001322,Fair - Lovely Fairness Crm 100g,1,548194,5/6/2026,24.00 ,24,576,16.35,392.4,16.35,392.4,0.15,58.86,451.26
121008949,Fair & Lovely Maxfairness Cream 100gm 206901,1,539048,3/1/2026,1.00 ,22,22,13.8,13.8,13.8,13.8,0.15,2.07,15.87
121001329,Fair Lovely  Fairness Cream 25g 206316,1,539049,5/1/2026,11.00 ,9,99,5.9,64.9,5.9,64.9,0.15,9.74,74.64
121001330,Fair Lovely Fairness Cream 50gm,1,548195,12/1/2025,6.00 ,15,90,10,60,10,60,0.15,9,69
121008877,Fair Lovely Maxfairness Cream 50gm 206900,1,515907,7/29/2025,2.00 ,16,32,10.85,21.7,10.85,21.7,0.15,3.26,24.96
111004304,Fallah 100mg 4 Tab,6945,541006,12/13/2025,1.00 ,43.7,43.7,43.7,43.7,14.57,14.57,0,0,14.57
111004304,Fallah 100mg 4 Tab,5825,481919,3/1/2025,2.00 ,43.7,87.4,43.7,87.4,0,0,0,0,0
111003992,Fallah 50MG 4 TAB,6272,491223,7/1/2025,1.00 ,43.7,43.7,43.7,43.7,14.57,14.57,0,0,14.57
143000034,Fam Comfort One Step 10×5×3,1,435547,12/1/2030,6.00 ,17,102,14,84,14,84,0.15,12.6,96.6
143000258,Fam Max O S (10x4)x6 33% Free,1,435545,12/1/2030,6.00 ,16,96,13,78,13,78,0.15,11.7,89.7
143000035,Fam Maxi One Step 6×3×10,1,439011,12/1/2030,4.00 ,16,64,13,52,13,52,0.15,7.8,59.8
143000310,Fam Maxi W/Wings Night 6x48 Value Pack,1,435591,12/1/2030,3.00 ,26,78,21.67,65,21.67,65,0.15,9.75,74.75
143000313,Fam Maxi W/Wings Night 8x24,1,432723,12/1/2030,4.00 ,17,68,14,56,14,56,0.15,8.4,64.4
143000314,Fam Maxi W/Wings Normal 4x30p,1,461766,12/1/2030,1.00 ,20,20,14,14,14,14,0.15,2.1,16.1
143000314,Fam Maxi W/Wings Normal 4x30p,1,435598,12/1/2030,3.00 ,17,51,14,42,14,42,0.15,6.3,48.3
143000355,Fam Maxi W/Wings Super 3D 41+9 1PX6,1,474834,12/1/2030,4.00 ,22,88,18.33,73.33,18.33,73.33,0.15,11,84.33
143000355,Fam Maxi W/Wings Super 3D 41+9 1PX6,1,432712,12/1/2030,3.00 ,22,66,18.33,55,18.33,55,0.15,8.25,63.25
143000148,Fam Maxi Wings 3x(3+1)x10,1,435595,12/1/2030,3.00 ,15,45,12,36,12,36,0.15,5.4,41.4
121011217,Fam Maxi Wings Eco 33% - 6pkt L260R33,1,435546,12/1/2030,7.00 ,16,112,13.17,92.17,13.17,92.17,0.15,13.83,106
143000327,Fam Maxi Wo/wf Super 8X30,1,446809,12/1/2030,9.00 ,17,153,14,126,14,126,0.15,18.9,144.9
143000296,Fam Thin Normal With Wings 9x20,1,525216,12/1/2030,4.00 ,17,68,12.67,50.67,12.67,50.67,0.15,7.6,58.27
143000295,Fam Thin Super With Wings 9x16,1,474831,12/1/2030,3.00 ,16,48,12.67,38.01,12.67,38.01,0.15,5.7,43.71
143000295,Fam Thin Super With Wings 9x16,1,525217,12/1/2030,4.00 ,17,68,12.67,50.67,12.67,50.67,0.15,7.6,58.27
143000208,Fam Wing Trifold Night 12Pkt,1,535423,12/1/2030,10.00 ,8,80,5.67,56.67,5.67,56.67,0.15,8.5,65.17
143000206,Fam Wing Trifold Normal 12Pkt,1,448568,12/1/2030,2.00 ,7,14,7,14,4.55,9.1,0.15,1.37,10.47
143000206,Fam Wing Trifold Normal 12Pkt,1,480616,8/1/2027,10.00 ,7.5,75,5.17,51.67,5.17,51.67,0.15,7.75,59.42
143000207,Fam Wing Trifold Super 12Pkt,1,461769,12/1/2030,6.00 ,7.5,45,5.17,31,5.17,31,0.15,4.65,35.65
143000223,Fam Wings Maxi 50 Pads (4x5x10) L260C18,1,435590,12/1/2030,4.00 ,22,88,18,72,18,72,0.15,10.8,82.8
111003259,Farcolin Solution,2712,541007,7/25/2026,1.00 ,12.5,12.5,12.5,12.5,10.42,10.42,0,0,10.42
121018861,Farlin Baby Wet Wipes 85pcs 1+1 free,1,505292,9/30/2026,1.00 ,26,26,26,26,26,26,0.15,3.9,29.9
141000542,Farlin Baby Wet Wipes Skin Care DT-006D,1,505293,9/30/2026,1.00 ,40,40,40,40,40,40,0.15,6,46
141000506,Farlin F-Bottle 90z (S-Neck 250cc) NF-767,1,515838,12/1/2030,4.00 ,28,112,16.25,65,16.25,65,0.15,9.75,74.75
141000498,Farlin G-F Bottle (S-Neck 240cc) BF-707G T3,1,448689,12/1/2030,2.00 ,25,50,22,44,14.3,28.6,0.15,4.29,32.89
121018339,Farlin One Piece Pacifer 0+100,1,515839,12/1/2030,10.00 ,15,150,10,100,10,100,0.15,15,115
141000507,Farlin Trans-F-Bottle 40z (120cc) Top-848 T3,1,515837,12/1/2030,5.00 ,20,100,13.75,68.75,13.75,68.75,0.15,10.31,79.06
121001413,Fash kool Garlic - Radish 1500 ml,1,500686,9/30/2026,1.00 ,45,45,35,35,35,35,0.15,5.25,40.25
121001413,Fash kool Garlic - Radish 1500 ml,1,548117,9/1/2027,3.00 ,45,135,32,96,32,96,0.15,14.4,110.4
111000897,Fast-Flam 50mg 20 tab,AD0191,546183,4/1/2026,8.00 ,26.95,215.6,26.95,215.6,14.6,116.79,0,0,116.79
111000898,Fastum 50gm gel,4047A,549330,1/31/2028,5.00 ,10.3,51.5,10.3,51.5,7.47,37.34,0,0,37.34
111003934,Fatlos 120mg 80 caps,3PE426,547507,4/1/2025,1.00 ,115.45,115.45,91.27,91.27,91.27,91.27,0,0,91.27
111000900,Faverin 100mg EC tab 30,719744,536804,4/1/2025,1.00 ,82.85,82.85,82.85,82.85,72.05,72.05,0,0,72.05
111000901,Faverin 50mg EC 60 tab,719324,468443,4/30/2025,1.00 ,82.85,82.85,82.85,82.85,72.05,72.05,0,0,72.05
111000902,Fawar Fruit Eff Salt 6sx6,26897,549218,3/17/2026,7.00 ,6.45,45.15,6.45,45.15,5.38,37.63,0,0,37.63
111003695,Femadine Vaginal Wash 200ml,17945,530351,3/30/2026,3.00 ,48,144,48,144,26.67,80.01,0,0,80.01
111003635,femara 2.5 mg letrozole,teuw6,538160,1/7/2028,0.32 ,183.55,58.74,183.55,58.74,159.62,51.08,0,0,51.08
121020080,Femfresh Daily Wash Intimate Wash 250ml,1,544948,9/30/2024,1.00 ,37,37,23.8,23.8,23.8,23.8,0.15,3.57,27.37
121020080,Femfresh Daily Wash Intimate Wash 250ml,1,533059,5/30/2026,6.00 ,37,222,20.4,122.4,20.4,122.4,0.15,18.36,140.76
121017322,Femfresh Intimate Spray Ultimate Care 125ml,1,546971,10/1/2026,3.00 ,25,75,12.4,37.2,12.4,37.2,0.15,5.58,42.78
121017322,Femfresh Intimate Spray Ultimate Care 125ml,1,504737,1/1/2026,2.00 ,25,50,12.4,24.8,12.4,24.8,0.15,3.72,28.52
121017322,Femfresh Intimate Spray Ultimate Care 125ml,1,524819,10/30/2026,1.00 ,25,25,12.4,12.4,12.4,12.4,0.15,1.86,14.26
121021985,Femfresh Intimate Spry Frsh 125,1,547420,1/31/2027,1.00 ,25,25,10.93,10.93,10.93,10.93,0.15,1.64,12.57
121006914,Femfresh Powder 200g,1,510819,5/31/2025,2.00 ,23,46,15,30,15,30,0.15,4.5,34.5
121018315,Femfresh Powder 200gm 20% OFF,52258,448965,12/1/2030,1.00 ,25.22,25.22,25.22,25.22,16.39,16.39,0.15,2.46,18.85
121017109,Femfresh Ultimate Care Active Fresh Wash250ml,1,546970,4/30/2027,2.00 ,46,92,24.05,48.1,24.05,48.1,0.15,7.22,55.32
121017110,Femfresh Ultimate Care Soothing Wash 250ml,1,534040,1/30/2026,3.00 ,46,138,22.6,67.8,22.6,67.8,0.15,10.17,77.97
111000915,Fenam Forte 500mg 20 tabs,6277,527917,7/31/2026,2.00 ,9.95,19.9,9.95,19.9,5.53,11.06,0,0,11.06
111000921,Fenistil Gel,AC6K,547508,5/31/2026,4.00 ,10.25,41,8.54,34.16,8.54,34.16,0,0,34.16
111003764,Fenugreek 500mg 60Cap,EB010377,497158,3/31/2026,1.00 ,98,98,98,98,74.14,74.14,0,0,74.14
111000923,Feroglobin caps,FSU2413T,549331,1/1/2026,10.00 ,21,210,21,210,17.5,175.01,0,0,175.01
111000923,Feroglobin caps,FSU2415T,545526,1/1/2026,2.00 ,21,42,21,42,17.5,35,0,0,35
111000924,Feroglobin syrup,40280,543773,1/1/2026,3.00 ,20.4,61.2,20.4,61.2,17,51,0,0,51
111000924,Feroglobin syrup,40279,536296,1/1/2026,1.00 ,20.4,20.4,20.4,20.4,17,17,0,0,17
111000926,Feromin Oral Drops 30ml,23DK09,516778,12/31/2026,4.00 ,12.6,50.4,12.6,50.4,10.48,41.92,0,0,41.92
111000927,Ferosac  inj  100mg /5ml  amp  5 p,1154061,546184,2/1/2027,1.00 ,94,94,94,94,68.66,68.66,0,0,68.66
111000927,Ferosac  inj  100mg /5ml  amp  5 p,1153228,538162,1/1/2027,1.00 ,94,94,94,94,68.66,68.66,0,0,68.66
111000928,Ferose -F 100%.35mg 30Tab,2000433,541051,5/15/2027,1.00 ,19.4,19.4,19.4,19.4,13.58,13.58,0,0,13.58
111000929,Ferose Syp 50mg/5ml  100ml,1151543,524100,11/1/2027,3.00 ,14.35,43.05,14.35,43.05,10.05,30.14,0,0,30.14
111000929,Ferose Syp 50mg/5ml  100ml,1150762,527918,10/30/2027,2.00 ,14.35,28.7,14.35,28.7,9.97,19.93,0,0,19.93
111003601,Ferro 28mg 60Cap,e0212104sg,509973,6/1/2025,2.00 ,33,66,33,66,22,44,0,0,44
111003935,Ferro Fol Cap,2202557,484462,2/28/2025,3.00 ,7,21,7,21,5.13,15.4,0,0,15.4
111003935,Ferro Fol Cap,2403381,541052,4/28/2027,2.00 ,8.4,16.8,8.4,16.8,6.65,13.3,0,0,13.3
111002965,Ferrobiotron Caps 20 s,2302058,494780,3/1/2025,2.00 ,14,28,14,28,11.11,22.22,0,0,22.22
111000932,Fevadol  SF.  Syrup 145ml,2001281,549221,6/12/2028,13.00 ,10.05,130.65,10.05,130.65,8.38,108.88,0,0,108.88
111000933,Fevadol 100mg suppos,1146077,545105,4/1/2027,2.00 ,7.95,15.9,6.63,13.26,6.63,13.26,0,0,13.26
111000933,Fevadol 100mg suppos,1151260,527921,11/1/2027,1.00 ,7.95,7.95,7.95,7.95,6.62,6.62,0,0,6.62
111000933,Fevadol 100mg suppos,1146075,526681,4/1/2027,2.00 ,7.95,15.9,7.95,15.9,6.62,13.25,0,0,13.25
111000934,Fevadol 200mg suppos,1150968,549332,10/1/2027,8.00 ,8.9,71.2,8.9,71.2,7.42,59.34,0,0,59.34
111000935,Fevadol 350mg suppos,1145135,545107,3/1/2027,3.00 ,10.15,30.45,8.46,25.38,8.46,25.38,0,0,25.38
111000935,Fevadol 350mg suppos,1147525,527923,6/30/2027,3.00 ,10.15,30.45,10.15,30.45,8.46,25.37,0,0,25.37
111000935,Fevadol 350mg suppos,1145136,526683,3/1/2027,3.00 ,10.15,30.45,10.15,30.45,8.46,25.37,0,0,25.37
111000936,Fevadol 500mg 20tab,1153944,545570,1/1/2028,56.00 ,4.2,235.2,4.2,235.2,3.5,196.02,0,0,196.02
111000937,Fevadol Extra 20tab,1615,523528,8/1/2027,11.00 ,5.8,63.8,5.8,63.8,4.83,53.17,0,0,53.17
111000938,Fevadol Plus 20tab,1904,536284,2/3/2029,2.00 ,9.65,19.3,9.65,19.3,7.66,15.32,0,0,15.32
111000938,Fevadol Plus 20tab,1903,540552,2/1/2029,7.00 ,9.65,67.55,9.65,67.55,8.04,56.3,0,0,56.3
111004448,Filtrum 400mg 10 tab,1,486141,6/19/2025,5.00 ,29.5,147.5,29.5,147.5,16.23,81.13,0,0,81.13
111000942,Finallerg Solution,3220028,455662,3/1/2025,1.00 ,6.6,6.6,6.6,6.6,5.5,5.5,0,0,5.5
141000106,Fine Life Small 4x20,1,452680,12/1/2030,7.00 ,45,315,30,210,30,210,0.15,31.5,241.5
151001524,Fiona Ankle Support RF106B S,1,343166,12/1/2030,1.00 ,25,25,15,15,15,15,0,0,15
121014618,Fiona Deluxe Cast Sandal X-Large,1,325313,12/1/2030,1.00 ,70,70,70,70,69.03,69.03,0,0,69.03
151001531,Fiona Elastic Wrist Brace Left (L),1,344261,12/1/2030,3.00 ,45,135,32,96,32,96,0,0,96
151001526,Fiona Wrist With Hand RF112 XL,1,358652,12/1/2030,1.00 ,30,30,19.5,19.5,19.5,19.5,0,0,19.5
151001523,Fiona Wrist Wrap RF113 S,1,343162,12/1/2030,1.00 ,18,18,11,11,11,11,0,0,11
151000386,First  Tennis Elbow Support (L),9999999999,181311,12/1/2030,2.00 ,22,44,15.4,30.8,14.32,28.63,0,0,28.63
151000397,First Aid Box - 2,1,472557,12/1/2030,2.00 ,50,100,27,54,27,54,0,0,54
121005843,FIRST MEDICAL STOCKINGS,9999999999,211050,12/1/2030,1.00 ,40,40,32,32,26.03,26.03,0.15,3.9,29.93
121005846,First Medical Stockings  XL,9999999999,175404,12/1/2030,1.00 ,55,55,40,40,35.77,35.77,0.15,5.37,41.14
121005876,FIRST RIP BELT -MALE,50,350840,12/1/2030,2.00 ,80,160,80,160,45.6,91.2,0,0,91.2
151000487,First Wrist  Support (XL),1,449898,12/1/2030,2.00 ,25,50,25,50,16.25,32.5,0,0,32.5
151000487,First Wrist  Support (XL),1,449326,12/1/2030,2.00 ,25,50,25,50,16,32,0,0,32
151000491,First-aid Box No 1,1,472625,12/1/2030,2.00 ,30,60,22,44,22,44,0,0,44
151000493,First-aid Box No 3,1,548812,12/1/2030,2.00 ,52,104,35,70,35,70,0,0,70
111000946,Fixit 300mg 14 Caps.,an0273,512165,12/1/2025,1.00 ,52.4,52.4,52.4,52.4,33.63,33.63,0,0,33.63
111000948,Flagyl 250mg 20tab,3r2le,529885,9/30/2026,1.00 ,10.05,10.05,10.05,10.05,7.61,7.61,0,0,7.61
111000948,Flagyl 250mg 20tab,3R2LE,527927,9/30/2026,1.00 ,10.05,10.05,10.05,10.05,7.61,7.61,0,0,7.61
111000948,Flagyl 250mg 20tab,3R742,526687,4/30/2026,4.00 ,10.05,40.2,10.05,40.2,8.04,32.16,0,0,32.16
111000948,Flagyl 250mg 20tab,3r742,514447,4/30/2026,1.00 ,10.05,10.05,10.05,10.05,7.61,7.61,0,0,7.61
111000949,Flagyl 500mg 14  tab,4R739,545572,4/30/2027,9.00 ,19.15,172.35,19.15,172.35,13.88,124.96,0,0,124.96
111000950,Flamazin 50gm cream,22dm28,537447,12/31/2025,2.00 ,19.4,38.8,19.4,38.8,16.17,32.34,0,0,32.34
151001852,Flamingo O-C 2025,1,524122,12/1/2030,1.00 ,35,35,21,21,21,21,0,0,21
111000956,Flazol 500mg 20tab,4KV848,531286,5/29/2027,1.00 ,19.9,19.9,13.93,13.93,13.93,13.93,0,0,13.93
