"Product Code","Product Name",Batch,Expiry,Balance,"Purchase Price","Sale Price","Item Cost","Total Cost","Total Sale Price"
06281086000779,"klavox ds 312mg/5ml   100ml   p",136971,2024-02-01,0,0,30.08,29.30,29.3,30.08
06281086000823,"Bactrim Forte 10 tab",,0000-00-00,0,0,23.30,19.42,19.42,23.3
06281086000830,"Fevadol 100mg suppos",1146075,2027-04-01,10,0,7.95,6.36,63.6,79.5
06281086000830,"Fevadol 100mg suppos",tly32,0000-00-00,0,0,7.95,6.36,6.36,7.95
06281086000847,"Fevadol 200mg suppos",1147728,2027-02-01,21,0,8.90,7.19,150.99,186.9
06281086000847,"Fevadol 200mg suppos",tly32,0000-00-00,0,0,8.90,7.19,7.19,8.9
06281086000946,"Rofenac supp 12.5mg rmbp 10 p",1146378,2025-04-01,6,0,8.50,6.56,39.36,51
06281086000946,"Rofenac supp 12.5mg rmbp 10 p",154179,0000-00-00,0,0,8.50,6.56,6.56,8.5
06281086001004,"Flutab tabs 500 /30/25gm p",1146879,2027-02-01,12,0,9.71,7.92,95.04,116.52
06281086001004,"Flutab tabs 500 /30/25gm p",tly32,0000-00-00,0,0,9.71,7.92,7.92,9.71
06281086001066,"Sapofen tabs 600mg rmbp 30 p",1147753,2028-05-12,50,0,17.40,7.37,368.5,870
06281086001066,"Sapofen tabs 600mg rmbp 30 p",22dg80,0000-00-00,0,0,17.40,7.37,7.37,17.4
06281086001073,"Nospasm tabs 10mg RMBP   30  p",130633,2024-03-01,10,0,10.70,8.31,83.1,107
06281086001073,"Nospasm tabs 10mg RMBP   30  p",154179,0000-00-00,0,0,10.70,8.31,8.31,10.7
06281086001172,"Ferose -F 100%.35mg 30Tab",1140309,2025-08-01,17,0,19.40,19.40,329.8,329.8
06281086001226,"Cipromax tabs 500mg RMBP  10 p",1143150,2027-11-01,0,0,62.05,40.04,40.04,62.05
06281086001226,"Cipromax tabs 500mg RMBP  10 p",1143149,2027-11-01,12,0,62.05,40.04,480.48,744.6
06281086001233,"Peptazol 30mg 14Cap",1142070,2025-09-01,2,0,48.32,39.05,78.1,96.64
06281086001233,"Peptazol 30mg 14Cap",154179,0000-00-00,0,0,48.32,39.05,39.05,48.32
06281086001240,"Peptazol caps 30mg rmbp 28  p3",132790,2024-08-01,5,0,78.10,78.10,390.5,390.5
06281086001240,"Peptazol caps 30mg rmbp 28  p3",nt69k00s1,0000-00-00,0,0,78.10,78.10,78.1,78.1
06281086001509,"klavox tabs 1gm blast 14  p",1145075,2026-02-01,0,0,70.65,70.65,70.65,70.65
06281086001509,"klavox tabs 1gm blast 14  p",154179,0000-00-00,0,0,70.65,70.65,70.65,70.65
06281086001509,"klavox tabs 1gm blast 14  p",nt69k00s1,0000-00-00,0,0,70.65,70.65,70.65,70.65
06281086001554,"Metaz ointment   0.1%  30gm p",132764,2024-02-01,6,0,20.00,13.44,80.64,120
06281086001554,"Metaz ointment   0.1%  30gm p",154179,0000-00-00,0,0,20.00,13.44,13.44,20
06281086001585,"Metaz Cream 0. 1% 30g",1139063,2025-02-01,3,0,21.19,9.68,29.04,63.57
06281086001585,"Metaz Cream 0. 1% 30g",154179,0000-00-00,0,0,21.19,9.68,9.68,21.19
06281086001608,"Cipromax tabs 750mg RMBP  10 p",137995,2027-03-01,1,0,63.95,42.91,42.91,63.95
06281086001608,"Cipromax tabs 750mg RMBP  10 p",221105,0000-00-00,0,0,63.95,42.91,42.91,63.95
06281086001752,"Klavox ds 457mg/5ml 70ml  p",11399965,2024-09-08,18,0,26.65,26.65,479.7,479.7
06281086001752,"Klavox ds 457mg/5ml 70ml  p",nt69k00s1,0000-00-00,0,0,26.65,26.65,26.65,26.65
06281086001769,"Verine tabs 135mg rmbp 30  p",114730,2027-02-01,5,0,19.45,14.53,72.65,97.25
06281086001769,"Verine tabs 135mg rmbp 30  p",vn697b,0000-00-00,0,0,19.45,14.53,14.53,19.45
06281086001769,"Verine tabs 135mg rmbp 30  p",135726,2024-02-01,3,0,19.45,14.53,43.59,58.35
06281086001769,"Verine tabs 135mg rmbp 30  p",344222,0000-00-00,0,0,19.45,14.53,14.53,19.45
06281086001776,"Fusiderm - B Cream 2% 15g",,0000-00-00,0,0,11.65,8.85,8.85,11.65
06281086001783,"Snafi tabs 20 mg RMBP  4 p",1144997,2025-01-01,125,0,38.00,47.96,5995,4750
06281086001783,"Snafi tabs 20 mg RMBP  4 p",134631,2025-08-01,30,0,38.00,47.96,1438.8,1140
06281086001783,"Snafi tabs 20 mg RMBP  4 p",1142716,2024-10-01,1,0,38.00,47.96,47.96,38
06281086001783,"Snafi tabs 20 mg RMBP  4 p",vn329a,0000-00-00,0,0,38.00,47.96,47.96,38
06281086001783,"Snafi tabs 20 mg RMBP  4 p",133870,2024-08-01,4,0,38.00,47.96,191.84,152
06281086001783,"Snafi tabs 20 mg RMBP  4 p",154179,0000-00-00,0,0,38.00,47.96,47.96,38
06281086001783,"Snafi tabs 20 mg RMBP  4 p",22dg80,0000-00-00,0,0,38.00,47.96,47.96,38
06281086001806,"Aerius 5mg tabs 18 tabs",1143393,2024-11-22,8,0,23.30,23.30,186.4,186.4
06281086001806,"Aerius 5mg tabs 18 tabs",221105,0000-00-00,0,0,23.30,23.30,23.3,23.3
06281086002056,"Aerius 2.5mg /5ml 150ml",1144550,2025-02-28,4,0,23.95,23.95,95.8,95.8
06281086002056,"Aerius 2.5mg /5ml 150ml",221105,0000-00-00,0,0,23.95,23.95,23.95,23.95
06281086002063,"Neorin syrup  2.5mg/5ml   150ml",1143599,2024-12-01,5,0,22.70,22.70,113.5,113.5
06281086002162,"Rofenac supp 25mg rmbp 10 p",1145269,2025-03-01,6,0,11.15,8.52,51.12,66.9
06281086002162,"Rofenac supp 25mg rmbp 10 p",154179,0000-00-00,0,0,11.15,8.52,8.52,11.15
06281086002209,"Verine SR 200mg 30 RMBP",1143856,2025-12-01,1,0,38.50,38.50,38.5,38.5
06281086002209,"Verine SR 200mg 30 RMBP",1142988,2025-10-01,2,0,38.50,38.50,77,77
06281086002209,"Verine SR 200mg 30 RMBP",154179,0000-00-00,0,0,38.50,38.50,38.5,38.5
06281086002216,"Tovast 10mg 30tab",1140329,2026-02-01,0,0,43.45,32.97,32.97,43.45
06281086002216,"Tovast 10mg 30tab",ac0140,0000-00-00,0,0,43.45,32.97,32.97,43.45
06281086002216,"Tovast 10mg 30tab",132767,2024-07-01,1,0,43.45,32.97,32.97,43.45
06281086002216,"Tovast 10mg 30tab",344222,0000-00-00,0,0,43.45,32.97,32.97,43.45
06281086002223,"Tovast 20mg 30 tab",1138239,2025-06-01,3,0,51.59,36.12,108.36,154.77
06281086002322,"Glim 1mg 30 tab",135942,2025-02-01,2,0,15.85,15.85,31.7,31.7
06281086002322,"Glim 1mg 30 tab",233,0000-00-00,0,0,15.85,15.85,15.85,15.85
06281086002339,"Glim 2mg 30 tab",136196,2025-01-01,3,0,25.85,25.85,77.55,77.55
06281086002339,"Glim 2mg 30 tab",tly32,0000-00-00,0,0,25.85,25.85,25.85,25.85
06281086002346,"Glim 3mg 30 tab",131456,2024-04-01,2,0,35.95,25.11,50.22,71.9
06281086002346,"Glim 3mg 30 tab",136871,2025-02-01,0,0,35.95,25.11,25.11,35.95
06281086002346,"Glim 3mg 30 tab",tly32,0000-00-00,0,0,35.95,25.11,25.11,35.95
06281086002353,"Glim 4mg 30 tab",1143026,2026-10-01,4,0,42.40,42.40,169.6,169.6
06281086002353,"Glim 4mg 30 tab",tly32,0000-00-00,0,0,42.40,42.40,42.4,42.4
06281086002469,"Paroxat 30mg 30Tab",1144100,2025-02-01,2,0,78.25,78.25,156.5,156.5
06281086002469,"Paroxat 30mg 30Tab",2uc708,0000-00-00,0,0,78.25,78.25,78.25,78.25
06281086002483,"Paroxat 10mg 30Tab",136300,2024-12-01,3,0,30.15,30.15,90.45,90.45
06281086002483,"Paroxat 10mg 30Tab",1143897,2025-12-31,2,0,30.15,30.15,60.3,60.3
06281086002483,"Paroxat 10mg 30Tab",2uc708,0000-00-00,0,0,30.15,30.15,30.15,30.15
06281086002513,"Neorin 5mg 20tab",1139770,2024-08-01,0,0,25.90,25.90,25.9,25.9
06281086002513,"Neorin 5mg 20tab",nt69k00s1,0000-00-00,0,0,25.90,25.90,25.9,25.9
06281086002520,"Amlopine 10mg 30 Cap",1144749,2026-02-01,0,0,51.05,51.05,51.05,51.05
06281086002520,"Amlopine 10mg 30 Cap",221105,0000-00-00,0,0,51.05,51.05,51.05,51.05
06281086002575,"Lorine FM 10mg 10Tap",1144125,2027-02-01,11,0,17.65,17.65,194.15,194.15
06281086002575,"Lorine FM 10mg 10Tap",154179,0000-00-00,0,0,17.65,17.65,17.65,17.65
06281086002575,"Lorine FM 10mg 10Tap",nt69k00s1,0000-00-00,0,0,17.65,17.65,17.65,17.65
06281086002674,"Entapro 10mg 30Tap",1140384,2025-02-01,1,0,75.20,75.20,75.2,75.2
06281086002674,"Entapro 10mg 30Tap",tly32,0000-00-00,0,0,75.20,75.20,75.2,75.2
06281086002681,"Entapro 20mg 30Tap",1142428,2025-10-01,0,0,123.35,123.35,123.35,123.35
06281086002681,"Entapro 20mg 30Tap",k2786,0000-00-00,0,0,123.35,123.35,123.35,123.35
06281086002681,"Entapro 20mg 30Tap",1138872,2025-06-01,0,0,123.35,123.35,123.35,123.35
06281086002681,"Entapro 20mg 30Tap",tly32,0000-00-00,0,0,123.35,123.35,123.35,123.35
06281086002735,"Levox 500mg 5tab",1139231,2024-07-01,0,0,55.45,55.45,55.45,55.45
06281086002780,"Gliptamet 850/50mg 56tab",1147165,2024-10-01,0,0,146.70,146.70,146.7,146.7
06281086002810,"Glim 6mg 30 tab",1142899,2025-10-01,3,0,40.00,40.00,120,120
06281086002810,"Glim 6mg 30 tab",tly32,0000-00-00,0,0,40.00,40.00,40,40
06281086002865,"Etoria FC 60mg 28 Tap",1145059,2025-01-01,2,0,68.59,60.45,120.9,137.18
06281086002865,"Etoria FC 60mg 28 Tap",233,0000-00-00,0,0,68.59,60.45,60.45,68.59
06281086002872,"Etoria FC 90mg 28 Tap",1141624,2024-05-01,4,0,73.64,60.45,241.8,294.56
06281086002872,"Etoria FC 90mg 28 Tap",tly32,0000-00-00,0,0,73.64,60.45,60.45,73.64
06281086002889,"Etoria FC 120mg 7 Tab",137076,2023-11-01,0,0,15.11,15.11,15.11,15.11
06281086002896,"Lejam 30g 4Tab",137113,2025-02-01,6,0,67.00,67.00,402,402
06281086002896,"Lejam 30g 4Tab",k3590,0000-00-00,0,0,67.00,67.00,67,67
06281086002896,"Lejam 30g 4Tab",k2786,0000-00-00,0,0,67.00,67.00,67,67
06281086002902,"Lejam 60mg 4Tab",1145737,2026-02-01,20,0,67.00,67.00,1340,1340
06281086002902,"Lejam 60mg 4Tab",k3590,0000-00-00,0,0,67.00,67.00,67,67
06281086002902,"Lejam 60mg 4Tab",k2786,0000-00-00,0,0,67.00,67.00,67,67
06281086002919,"Venex XR 75mg 14 Cap",1211641,2024-11-01,1,0,54.10,42.97,42.97,54.1
06281086002919,"Venex XR 75mg 14 Cap",ac0140,0000-00-00,0,0,54.10,42.97,42.97,54.1
06281086002933,"Agout FC 80mg 30 Tab",01214,2026-02-01,1,0,106.00,106.00,106,106
06281086002933,"Agout FC 80mg 30 Tab",221105,0000-00-00,0,0,106.00,106.00,106,106
06281086002940,"Agout FC 40mg 30 Tab",1101,2024-12-01,2,0,106.00,83.52,167.04,212
06281086002940,"Agout FC 40mg 30 Tab",221105,0000-00-00,0,0,106.00,83.52,83.52,106
06281086003084,"Co- Irbetel 150/12.5 mg 28 Tab",CA547,2024-05-01,0,0,56.90,45.76,45.76,56.9
06281086003480,"Snafi 20mg 6 Tab",,0000-00-00,0,0,133.40,0.01,0.01,133.4
06281086003671,"Formit XR 750mg 30Tab",1145432,2025-02-01,0,0,19.10,19.10,19.1,19.1
06281086003671,"Formit XR 750mg 30Tab",tly32,0000-00-00,0,0,19.10,19.10,19.1,19.1
06281086003688,"Formit XR 750mg 60Tab",1146334,2026-03-01,0,0,38.20,28.04,28.04,38.2
06281086003688,"Formit XR 750mg 60Tab",tly32,0000-00-00,0,0,38.20,28.04,28.04,38.2
06281086003961,"Snafi 5mg tab",1145987,2025-02-01,4,0,136.15,136.15,544.6,544.6
06281086003961,"Snafi 5mg tab",154179,0000-00-00,0,0,136.15,136.15,136.15,136.15
06281086010174,"Exylin syrup 14mg/5ml 100ml p",,0000-00-00,0,0,7.70,5.78,5.78,7.7
06281086010259,"Sapofen tabs 400mg RMBP 20 p",1146156,2028-03-31,80,0,10.00,8.33,666.4,800
06281086010457,"Rofenac D  tabs 50 mg rmbp  20  p",1140247,2024-08-03,95,0,29.55,24.62,2338.9,2807.25
06281086010457,"Rofenac D  tabs 50 mg rmbp  20  p",22dg80,0000-00-00,0,0,29.55,24.62,24.62,29.55
06281086010532,"Fevadol Plus 20tab",,0000-00-00,0,0,9.65,8.04,8.04,9.65
06281086010563,"Exylin Syrup Ped. 7mg/5ml 100ml",,0000-00-00,0,0,6.00,4.75,4.75,6
06281086010662,"Rofenac Gel 50g",1144410,2026-04-01,30,0,13.45,11.21,336.3,403.5
06281086010723,"Bactrim 100ml syrup",130431,2024-02-01,3,0,19.00,14.92,44.76,57
06281086010723,"Bactrim 100ml syrup",221105,0000-00-00,0,0,19.00,14.92,14.92,19
06281086010839,"Fevadol 100mg suppos",,0000-00-00,0,0,7.95,6.00,6,7.95
06281086010921,"Fevadol Extra 20tab",,0000-00-00,0,0,5.80,4.83,4.83,5.8
06281086010921,"Fevadol Extra 20tab",1146777,2027-04-01,24,0,5.80,4.83,115.92,139.2
06281086011010,"Flutab Sinus Tabs 500/30 mg 20P",,0000-00-00,0,0,7.70,6.42,6.42,7.7
06281086011188,"Fusiderm Ointment 15g",1139060,2025-08-01,0,0,10.10,7.19,7.19,10.1
06281086011980,"Lorinase  Syrup  5/60mg  100ml  p",1142260,2024-11-01,6,0,22.90,17.18,103.08,137.4
06281086012208,"Verine SR 200mg 30 RMBP",1143857,2025-02-01,6,0,38.50,27.27,163.62,231
06281086012208,"Verine SR 200mg 30 RMBP",344222,0000-00-00,0,0,38.50,27.27,27.27,38.5
06281086012901,"Lejam 60mg 4Tab",,0000-00-00,0,0,67.00,41.88,41.88,67
06281086013960,"Snafi 5mg tab",1145987,2025-02-01,3,0,136.15,118.40,355.2,408.45
06281086013960,"Snafi 5mg tab",ac0140,0000-00-00,0,0,136.15,118.40,118.4,136.15
06281086013960,"Snafi 5mg tab",1145985,2025-03-01,6,0,136.15,118.40,710.4,816.9
06281086013960,"Snafi 5mg tab",344222,0000-00-00,0,0,136.15,118.40,118.4,136.15
06281086221044,"Sapofen Junior Susp 100mg 120ML",1146955,2026-05-01,19,0,7.20,7.20,136.8,136.8
06281086221044,"Sapofen Junior Susp 100mg 120ML",vn329a,0000-00-00,0,0,7.20,7.20,7.2,7.2
06281086240328,"Liblab Syrup 100ml",1143824,2025-01-01,3,0,37.59,12.88,38.64,112.77
06281086610022,"Daonil M 500/2.5mg 30tab",1146437,2025-02-28,0,0,14.85,14.85,14.85,14.85
06281086610022,"Daonil M 500/2.5mg 30tab",221105,0000-00-00,0,0,14.85,14.85,14.85,14.85
06281086650028,"Cialis 20mg tabs  bx/4",1144743,2025-08-31,0,0,109.50,95.22,95.22,109.5
06281086650028,"Cialis 20mg tabs  bx/4",m1301,0000-00-00,0,0,109.50,95.22,95.22,109.5
06281086650028,"Cialis 20mg tabs  bx/4",1144740,2025-08-31,29,0,109.50,95.22,2761.38,3175.5
06281086650028,"Cialis 20mg tabs  bx/4",221105,0000-00-00,0,0,109.50,95.22,95.22,109.5
06281086704974,"Bactrim Forte 10 tab",1144699,2026-01-01,3,0,23.30,23.30,69.9,69.9
06281086704974,"Bactrim Forte 10 tab",221105,0000-00-00,0,0,23.30,23.30,23.3,23.3
06281147000328,"Defosalic Lotion 30ml",,0000-00-00,0,0,13.10,10.09,10.09,13.1
06281147001943,"Glide 2mg 30 tab",,0000-00-00,0,0,13.70,11.42,11.42,13.7
06281147001950,"Glide 3mg 30 tab",,0000-00-00,0,0,23.60,19.67,19.67,23.6
06281147002544,"Defonex Nasal Spray",,0000-00-00,0,0,37.45,24.34,24.34,37.45
06281147010006,"Deforax 5gm Cream",,0000-00-00,0,0,12.65,10.54,10.54,12.65
06285074000154,"Levitra 20mg Tabs",BXJT361,2024-01-31,6,0,93.95,93.95,563.7,563.7
06285074000154,"Levitra 20mg Tabs",154179,0000-00-00,0,0,93.95,93.95,93.95,93.95
06285074000154,"Levitra 20mg Tabs",nt69k00s1,0000-00-00,0,0,93.95,93.95,93.95,93.95
06285074000215,"Xarelto 10mg 10tab",bxjx7c1,2025-08-28,1,0,93.20,81.05,81.05,93.2
06285074000215,"Xarelto 10mg 10tab",ac0140,0000-00-00,0,0,93.20,81.05,81.05,93.2
06285074000314,"Canesten 1% 20g Cream",gpo2k5h,2025-11-30,10,0,16.15,13.01,130.1,161.5
06285074000314,"Canesten 1% 20g Cream",m1301,0000-00-00,0,0,16.15,13.01,13.01,16.15
06285074000314,"Canesten 1% 20g Cream",gp02k5h,2025-11-30,0,0,16.15,13.01,13.01,16.15
06285074000314,"Canesten 1% 20g Cream",2401122,0000-00-00,0,0,16.15,13.01,13.01,16.15
06285074000420,"Diane-35 21 tab",kt0ffb3,2025-07-01,10,0,21.90,21.90,219,219
06285074000420,"Diane-35 21 tab",kt0jl5j,2025-09-30,6,0,21.90,21.90,131.4,131.4
06285074000420,"Diane-35 21 tab",tly32,0000-00-00,0,0,21.90,21.90,21.9,21.9
06285074000444,"Gynera 21tab",KT0FPRAL,2024-08-13,6,0,17.65,14.68,88.08,105.9
06285074000444,"Gynera 21tab",233,0000-00-00,0,0,17.65,14.68,14.68,17.65
06285074000444,"Gynera 21tab",kt0fpal,2024-08-13,18,0,17.65,14.68,264.24,317.7
06285074000444,"Gynera 21tab",k2786,0000-00-00,0,0,17.65,14.68,14.68,17.65
06285074000475,"Microlut tab",KT0BAB0,2024-10-31,5,0,14.55,14.55,72.75,72.75
06285074000475,"Microlut tab",nt69k00s1,0000-00-00,0,0,14.55,14.55,14.55,14.55
06285074000567,"Yasmin 21s tab",kt0fl0k,2025-07-31,20,0,23.75,23.75,475,475
06285074000567,"Yasmin 21s tab",ac0140,0000-00-00,0,0,23.75,23.75,23.75,23.75
06285074000567,"Yasmin 21s tab",kt0fl0kl,2025-07-31,25,0,23.75,23.75,593.75,593.75
06285074000567,"Yasmin 21s tab",154179,0000-00-00,0,0,23.75,23.75,23.75,23.75
06285074000574,"Primolut- N 5mg 30tab",wew7dv,2027-02-28,15,0,18.40,18.40,276,276
06285074000574,"Primolut- N 5mg 30tab",ac0140,0000-00-00,0,0,18.40,18.40,18.4,18.4
06285074000574,"Primolut- N 5mg 30tab",154179,0000-00-00,0,0,18.40,18.40,18.4,18.4
06285074000758,"Redoxon Eff 10tab",,0000-00-00,80,0,14.15,14.15,1132,1132
06285074000758,"Redoxon Eff 10tab",vn329a,0000-00-00,0,0,14.15,14.15,14.15,14.15
06285074000758,"Redoxon Eff 10tab",n2z280,2025-01-30,0,0,14.15,14.15,14.15,14.15
06285074000758,"Redoxon Eff 10tab",tf8v,0000-00-00,0,0,14.15,14.15,14.15,14.15
06285074000758,"Redoxon Eff 10tab",eee,2025-01-31,40,0,14.15,14.15,566,566
06285074000765,"Rennie tab  bx/48",n3p137,2025-12-31,6,0,9.30,9.30,55.8,55.8
06285074000765,"Rennie tab  bx/48",ac0140,0000-00-00,0,0,9.30,9.30,9.3,9.3
06285074000765,"Rennie tab  bx/48",154179,0000-00-00,0,0,9.30,9.30,9.3,9.3
06285074000840,"Bepanthen plus cream 5% 30gm",gp02e59,2024-05-31,20,0,12.35,12.35,247,247
06285074000840,"Bepanthen plus cream 5% 30gm",221105,0000-00-00,0,0,12.35,12.35,12.35,12.35
06285074000857,"Bepanthen cream 5% 30gm",gp02kew,2025-11-30,32,0,19.95,19.95,638.4,638.4
06285074000857,"Bepanthen cream 5% 30gm",221105,0000-00-00,0,0,19.95,19.95,19.95,19.95
06285074000864,"Bepanthen oint. 5% 30 gm",gp02fst,2024-07-31,10,0,15.00,11.18,111.8,150
06285074000864,"Bepanthen oint. 5% 30 gm",221105,0000-00-00,0,0,15.00,11.18,11.18,15
06285074001076,"Yaz Plus 28 Fc Tab",wew2bx,2025-05-31,7,0,44.45,37.04,259.28,311.15
06285074001076,"Yaz Plus 28 Fc Tab",vn697b,0000-00-00,0,0,44.45,37.04,37.04,44.45
06285074001076,"Yaz Plus 28 Fc Tab",wev3ct,2024-08-31,4,0,44.45,37.04,148.16,177.8
06285074001076,"Yaz Plus 28 Fc Tab",344222,0000-00-00,0,0,44.45,37.04,37.04,44.45
06285074001083,"Clarinase 14tab",jprg2308a,2025-01-31,26,0,17.20,17.20,447.2,447.2
06285074001083,"Clarinase 14tab",m1301,0000-00-00,0,0,17.20,17.20,17.2,17.2
06285074001083,"Clarinase 14tab",jrpg2308a,2025-01-31,0,0,17.20,17.20,17.2,17.2
06285074001083,"Clarinase 14tab",2401122,0000-00-00,0,0,17.20,17.20,17.2,17.2
06285074001083,"Clarinase 14tab",jrpg2307a,2025-01-31,10,0,17.20,17.20,172,172
06285074001083,"Clarinase 14tab",221105,0000-00-00,0,0,17.20,17.20,17.2,17.2
06285074001083,"Clarinase 14tab",jrpg2301d,2024-12-23,100,0,17.20,17.20,1720,1720
06285074001113,"Aspirin Protect 100mg 60Tab",bt17276,2024-02-01,21,0,19.05,15.57,326.97,400.05
06285074001113,"Aspirin Protect 100mg 60Tab",221105,0000-00-00,0,0,19.05,15.57,15.57,19.05
06285074004534,"Priorin N 90 caps",,0000-00-00,0,0,86.55,75.26,75.26,86.55
06285079000050,"Micardis Plus 80/12.5mg 28 tab",105286,2024-07-01,0,0,72.85,72.85,72.85,72.85
06285079000050,"Micardis Plus 80/12.5mg 28 tab",202897,2025-04-30,2,0,72.85,72.85,145.7,145.7
06285079000050,"Micardis Plus 80/12.5mg 28 tab",nt69k00s1,0000-00-00,0,0,72.85,72.85,72.85,72.85
06285079000272,"Mucosolvan 100ml syrup",223943,2025-10-31,15,0,15.00,15.00,225,225
06285079000272,"Mucosolvan 100ml syrup",154179,0000-00-00,0,0,15.00,15.00,15,15
06285079000272,"Mucosolvan 100ml syrup",234238,2026-01-31,10,0,15.00,15.00,150,150
06285079000272,"Mucosolvan 100ml syrup",k3590,0000-00-00,0,0,15.00,15.00,15,15
06285079000272,"Mucosolvan 100ml syrup",nt69k00s1,0000-00-00,0,0,15.00,15.00,15,15
06285079000494,"Atrovent 250mcg/2ml Vial",2981208,2024-11-30,0,0,27.60,23.00,23,27.6
06285079000494,"Atrovent 250mcg/2ml Vial",221105,0000-00-00,0,0,27.60,23.00,23,27.6
06285079000715,"Mobic 7.5mg 10tab",202466,2025-08-31,4,0,10.85,10.85,43.4,43.4
06285079000715,"Mobic 7.5mg 10tab",154179,0000-00-00,0,0,10.85,10.85,10.85,10.85
06285079000739,"Micardis 80mg 28tab",201426,2026-01-31,2,0,72.85,61.04,122.08,145.7
06285079000739,"Micardis 80mg 28tab",2r5v,0000-00-00,0,0,72.85,61.04,61.04,72.85
06285079000760,"Mobic 15mg 30tab",202405,2025-03-31,0,0,44.45,37.04,37.04,44.45
06285079000760,"Mobic 15mg 30tab",nt69k00s1,0000-00-00,0,0,44.45,37.04,37.04,44.45
06285079001064,"Jardiance 25mg 30tab",205433,2025-08-31,0,0,159.00,159.00,159,159
06285079001064,"Jardiance 25mg 30tab",nt69k00s1,0000-00-00,0,0,159.00,159.00,159,159
06285079001071,"Jardiance 10mg 30tab",201172,2024-12-01,1,0,159.00,159.00,159,159
06285079001217,"Synjardy 5/850 mg tab",201491,2025-01-31,1,0,165.80,144.18,144.18,165.8
06285079001217,"Synjardy 5/850 mg tab",ac0140,0000-00-00,0,0,165.80,144.18,144.18,165.8
06285079001217,"Synjardy 5/850 mg tab",154179,0000-00-00,0,0,165.80,144.18,144.18,165.8
06285079001248,"Synjardi 12.5/1000 60 Tab",204535,2025-06-30,1,0,171.50,149.14,149.14,171.5
06285079001248,"Synjardi 12.5/1000 60 Tab",vn329a,0000-00-00,0,0,171.50,149.14,149.14,171.5
06285079001248,"Synjardi 12.5/1000 60 Tab",tf8v,0000-00-00,0,0,171.50,149.14,149.14,171.5
06285079001255,"Atrovent 250mcg/2ml Vial",,0000-00-00,0,0,27.60,23.00,23,27.6
06285079001286,"Atrovent 500mcg/2ml vial",,0000-00-00,0,0,42.15,35.13,35.13,42.15
06285079001347,"Micardis 40mg tab",22h2901d1,2025-12-31,2,0,56.25,56.25,112.5,112.5
06285079001347,"Micardis 40mg tab",201117,2025-02-01,1,0,56.25,56.25,56.25,56.25
06285079001347,"Micardis 40mg tab",nt69k00s1,0000-00-00,0,0,56.25,56.25,56.25,56.25
06285079001606,"Trajenta 5mg 30Tab",ab4810ad3,2024-06-01,1,0,113.40,113.40,113.4,113.4
06285085000167,"Dramylin Paed Syrup 120ml",ns41,2026-01-01,0,0,4.55,4.55,4.55,4.55
06285085001003,"Panadrex 500 mg 24 Tab",NT59,2027-02-01,24,0,5.05,3.25,78,121.2
06285085001003,"Panadrex 500 mg 24 Tab",nt69k00s1,0000-00-00,0,0,5.05,3.25,3.25,5.05
06285085001249,"Fusix 40mg 30 tab",lt391,2024-07-01,6,0,18.00,14.25,85.5,108
06285085001249,"Fusix 40mg 30 tab",tly32,0000-00-00,0,0,18.00,14.25,14.25,18
06285085001546,"Ezolvin 8 mg 20 Tab",nt183,2028-03-01,0,0,6.50,4.94,4.94,6.5
06285085001546,"Ezolvin 8 mg 20 Tab",k2786,0000-00-00,0,0,6.50,4.94,4.94,6.5
06285085001546,"Ezolvin 8 mg 20 Tab",mt534,2027-12-01,0,0,6.50,4.94,4.94,6.5
06285085001546,"Ezolvin 8 mg 20 Tab",tly32,0000-00-00,0,0,6.50,4.94,4.94,6.5
06285085001560,"Fludrex 24 tablet",nt212,2026-02-01,12,0,8.70,5.80,69.6,104.4
06285085001560,"Fludrex 24 tablet",tly32,0000-00-00,0,0,8.70,5.80,5.8,8.7
06285088000010,"Amaryl 1mg Tab 30",1u002,2024-10-01,0,0,21.86,20.80,20.8,21.86
06285088000027,"Amaryl 2mg Tab 30",1u001,2024-03-31,1,0,33.90,26.14,26.14,33.9
06285088000027,"Amaryl 2mg Tab 30",221105,0000-00-00,0,0,33.90,26.14,26.14,33.9
06285088000034,"Amaryl 3mg Tab 30",2u002,2025-06-30,9,0,47.58,47.15,424.35,428.22
06285088000256,"Clexane 40mg Syringe",fs272a,2024-03-01,16,0,39.65,39.65,634.4,634.4
06285088000256,"Clexane 40mg Syringe",221105,0000-00-00,0,0,39.65,39.65,39.65,39.65
06285088000287,"Clomid 50mg 10 tab",3357a,2026-01-31,2,0,22.50,18.75,37.5,45
06285088000287,"Clomid 50mg 10 tab",m1301,0000-00-00,0,0,22.50,18.75,18.75,22.5
06285088000331,"Cordarone 200gm 30tab",CA057,2024-11-30,0,0,25.30,21.09,21.09,25.3
06285088000362,"Daonil 5mg 30 tab",2te2c,2024-10-31,0,0,24.60,20.50,20.5,24.6
06285088000362,"Daonil 5mg 30 tab",221105,0000-00-00,0,0,24.60,20.50,20.5,24.6
06285088000423,"Depakine 200mg 40tab",3r031,2025-12-31,5,0,18.45,18.45,92.25,92.25
06285088000423,"Depakine 200mg 40tab",m1301,0000-00-00,0,0,18.45,18.45,18.45,18.45
06285088000430,"Depakine 200mg Oral Solution 40ml",clb07132,2025-10-31,2,0,16.35,13.63,27.26,32.7
06285088000478,"Depakine chrono 500mg 30tab",ea0224,2025-12-31,1,0,51.85,51.85,51.85,51.85
