"Product Code","Product Name",Batch,Expiry,Balance,"Purchase Price","Sale Price"
06281086001608,"Cipromax tabs 750mg RMBP  10 p",221105,0000-00-00,0.0000,0,63.9500
06281086001752,"Klavox ds 457mg/5ml 70ml  p",11399965,2024-09-08,18.0000,0,26.6500
06281086001752,"Klavox ds 457mg/5ml 70ml  p",nt69k00s1,0000-00-00,0.0000,0,26.6500
06281086001769,"Verine tabs 135mg rmbp 30  p",114730,2027-02-01,5.0000,0,19.4500
06281086001769,"Verine tabs 135mg rmbp 30  p",vn697b,0000-00-00,0.0000,0,19.4500
06281086001769,"Verine tabs 135mg rmbp 30  p",135726,2024-02-01,3.0000,0,19.4500
06281086001769,"Verine tabs 135mg rmbp 30  p",344222,0000-00-00,0.0000,0,19.4500
06281086001776,"Fusiderm - B Cream 2% 15g",,0000-00-00,0.0000,0,11.6500
06281086001783,"Snafi tabs 20 mg RMBP  4 p",1144997,2025-01-01,125.0000,0,38.0000
06281086001783,"Snafi tabs 20 mg RMBP  4 p",134631,2025-08-01,30.0000,0,38.0000
06281086001783,"Snafi tabs 20 mg RMBP  4 p",1142716,2024-10-01,1.0000,0,38.0000
06281086001783,"Snafi tabs 20 mg RMBP  4 p",vn329a,0000-00-00,0.0000,0,38.0000
06281086001783,"Snafi tabs 20 mg RMBP  4 p",133870,2024-08-01,4.0000,0,38.0000
06281086001783,"Snafi tabs 20 mg RMBP  4 p",154179,0000-00-00,0.0000,0,38.0000
06281086001783,"Snafi tabs 20 mg RMBP  4 p",22dg80,0000-00-00,0.0000,0,38.0000
06281086001806,"Aerius 5mg tabs 18 tabs",1143393,2024-11-22,8.0000,0,23.3000
06281086001806,"Aerius 5mg tabs 18 tabs",221105,0000-00-00,0.0000,0,23.3000
06281086002056,"Aerius 2.5mg /5ml 150ml",1144550,2025-02-28,4.0000,0,23.9500
06281086002056,"Aerius 2.5mg /5ml 150ml",221105,0000-00-00,0.0000,0,23.9500
06281086002063,"Neorin syrup  2.5mg/5ml   150ml",1143599,2024-12-01,5.0000,0,22.7000
06281086002162,"Rofenac supp 25mg rmbp 10 p",1145269,2025-03-01,6.0000,0,11.1500
06281086002162,"Rofenac supp 25mg rmbp 10 p",154179,0000-00-00,0.0000,0,11.1500
06281086002209,"Verine SR 200mg 30 RMBP",1143856,2025-12-01,1.0000,0,38.5000
06281086002209,"Verine SR 200mg 30 RMBP",1142988,2025-10-01,2.0000,0,38.5000
06281086002209,"Verine SR 200mg 30 RMBP",154179,0000-00-00,0.0000,0,38.5000
06281086002216,"Tovast 10mg 30tab",1140329,2026-02-01,0.0000,0,43.4500
06281086002216,"Tovast 10mg 30tab",ac0140,0000-00-00,0.0000,0,43.4500
06281086002216,"Tovast 10mg 30tab",132767,2024-07-01,1.0000,0,43.4500
06281086002216,"Tovast 10mg 30tab",344222,0000-00-00,0.0000,0,43.4500
06281086002223,"Tovast 20mg 30 tab",1138239,2025-06-01,3.0000,0,51.5864
06281086002322,"Glim 1mg 30 tab",135942,2025-02-01,2.0000,0,15.8500
06281086002322,"Glim 1mg 30 tab",233,0000-00-00,0.0000,0,15.8500
06281086002339,"Glim 2mg 30 tab",136196,2025-01-01,3.0000,0,25.8500
06281086002339,"Glim 2mg 30 tab",tly32,0000-00-00,0.0000,0,25.8500
06281086002346,"Glim 3mg 30 tab",131456,2024-04-01,2.0000,0,35.9500
06281086002346,"Glim 3mg 30 tab",136871,2025-02-01,0.0000,0,35.9500
06281086002346,"Glim 3mg 30 tab",tly32,0000-00-00,0.0000,0,35.9500
06281086002353,"Glim 4mg 30 tab",1143026,2026-10-01,4.0000,0,42.4000
06281086002353,"Glim 4mg 30 tab",tly32,0000-00-00,0.0000,0,42.4000
06281086002469,"Paroxat 30mg 30Tab",1144100,2025-02-01,2.0000,0,78.2500
06281086002469,"Paroxat 30mg 30Tab",2uc708,0000-00-00,0.0000,0,78.2500
06281086002483,"Paroxat 10mg 30Tab",136300,2024-12-01,3.0000,0,30.1500
06281086002483,"Paroxat 10mg 30Tab",1143897,2025-12-31,2.0000,0,30.1500
06281086002483,"Paroxat 10mg 30Tab",2uc708,0000-00-00,0.0000,0,30.1500
06281086002513,"Neorin 5mg 20tab",1139770,2024-08-01,0.0000,0,25.9000
06281086002513,"Neorin 5mg 20tab",nt69k00s1,0000-00-00,0.0000,0,25.9000
06281086002520,"Amlopine 10mg 30 Cap",1144749,2026-02-01,0.0000,0,51.0500
06281086002520,"Amlopine 10mg 30 Cap",221105,0000-00-00,0.0000,0,51.0500
06281086002575,"Lorine FM 10mg 10Tap",1144125,2027-02-01,11.0000,0,17.6500
06281086002575,"Lorine FM 10mg 10Tap",154179,0000-00-00,0.0000,0,17.6500
06281086002575,"Lorine FM 10mg 10Tap",nt69k00s1,0000-00-00,0.0000,0,17.6500
06281086002674,"Entapro 10mg 30Tap",1140384,2025-02-01,1.0000,0,75.2000
06281086002674,"Entapro 10mg 30Tap",tly32,0000-00-00,0.0000,0,75.2000
06281086002681,"Entapro 20mg 30Tap",1142428,2025-10-01,0.0000,0,123.3500
06281086002681,"Entapro 20mg 30Tap",k2786,0000-00-00,0.0000,0,123.3500
06281086002681,"Entapro 20mg 30Tap",1138872,2025-06-01,0.0000,0,123.3500
06281086002681,"Entapro 20mg 30Tap",tly32,0000-00-00,0.0000,0,123.3500
06281086002735,"Levox 500mg 5tab",1139231,2024-07-01,0.0000,0,55.4500
06281086002780,"Gliptamet 850/50mg 56tab",1147165,2024-10-01,0.0000,0,146.7000
06281086002810,"Glim 6mg 30 tab",1142899,2025-10-01,3.0000,0,40.0000
06281086002810,"Glim 6mg 30 tab",tly32,0000-00-00,0.0000,0,40.0000
06281086002865,"Etoria FC 60mg 28 Tap",1145059,2025-01-01,2.0000,0,68.5875
06281086002865,"Etoria FC 60mg 28 Tap",233,0000-00-00,0.0000,0,68.5875
06281086002872,"Etoria FC 90mg 28 Tap",1141624,2024-05-01,4.0000,0,73.6417
06281086002872,"Etoria FC 90mg 28 Tap",tly32,0000-00-00,0.0000,0,73.6417
06281086002889,"Etoria FC 120mg 7 Tab",137076,2023-11-01,0.0000,0,15.1050
06281086002896,"Lejam 30g 4Tab",137113,2025-02-01,6.0000,0,67.0000
06281086002896,"Lejam 30g 4Tab",k3590,0000-00-00,0.0000,0,67.0000
06281086002896,"Lejam 30g 4Tab",k2786,0000-00-00,0.0000,0,67.0000
06281086002902,"Lejam 60mg 4Tab",1145737,2026-02-01,20.0000,0,67.0000
06281086002902,"Lejam 60mg 4Tab",k3590,0000-00-00,0.0000,0,67.0000
06281086002902,"Lejam 60mg 4Tab",k2786,0000-00-00,0.0000,0,67.0000
06281086002919,"Venex XR 75mg 14 Cap",1211641,2024-11-01,1.0000,0,54.1000
06281086002919,"Venex XR 75mg 14 Cap",ac0140,0000-00-00,0.0000,0,54.1000
06281086002933,"Agout FC 80mg 30 Tab",01214,2026-02-01,1.0000,0,106.0000
06281086002933,"Agout FC 80mg 30 Tab",221105,0000-00-00,0.0000,0,106.0000
06281086002940,"Agout FC 40mg 30 Tab",1101,2024-12-01,2.0000,0,106.0000
06281086002940,"Agout FC 40mg 30 Tab",221105,0000-00-00,0.0000,0,106.0000
06281086003084,"Co- Irbetel 150/12.5 mg 28 Tab",CA547,2024-05-01,0.0000,0,56.9045
06281086003480,"Snafi 20mg 6 Tab",,0000-00-00,0.0000,0,133.4000
06281086003671,"Formit XR 750mg 30Tab",1145432,2025-02-01,0.0000,0,19.1000
06281086003671,"Formit XR 750mg 30Tab",tly32,0000-00-00,0.0000,0,19.1000
06281086003688,"Formit XR 750mg 60Tab",1146334,2026-03-01,0.0000,0,38.2000
06281086003688,"Formit XR 750mg 60Tab",tly32,0000-00-00,0.0000,0,38.2000
06281086003961,"Snafi 5mg tab",1145987,2025-02-01,4.0000,0,136.1500
06281086003961,"Snafi 5mg tab",154179,0000-00-00,0.0000,0,136.1500
06281086010174,"Exylin syrup 14mg/5ml 100ml p",,0000-00-00,0.0000,0,7.7000
06281086010259,"Sapofen tabs 400mg RMBP 20 p",1146156,2028-03-31,80.0000,0,10.0000
06281086010457,"Rofenac D  tabs 50 mg rmbp  20  p",1140247,2024-08-03,95.0000,0,29.5500
06281086010457,"Rofenac D  tabs 50 mg rmbp  20  p",22dg80,0000-00-00,0.0000,0,29.5500
06281086010532,"Fevadol Plus 20tab",,0000-00-00,0.0000,0,9.6500
06281086010563,"Exylin Syrup Ped. 7mg/5ml 100ml",,0000-00-00,0.0000,0,6.0000
06281086010662,"Rofenac Gel 50g",1144410,2026-04-01,30.0000,0,13.4500
06281086010723,"Bactrim 100ml syrup",130431,2024-02-01,3.0000,0,19.0000
06281086010723,"Bactrim 100ml syrup",221105,0000-00-00,0.0000,0,19.0000
06281086010839,"Fevadol 100mg suppos",,0000-00-00,0.0000,0,7.9500
06281086010921,"Fevadol Extra 20tab",,0000-00-00,0.0000,0,5.8000
06281086010921,"Fevadol Extra 20tab",1146777,2027-04-01,24.0000,0,5.8000
06281086011010,"Flutab Sinus Tabs 500/30 mg 20P",,0000-00-00,0.0000,0,7.7000
06281086011188,"Fusiderm Ointment 15g",1139060,2025-08-01,0.0000,0,10.1000
06281086011980,"Lorinase  Syrup  5/60mg  100ml  p",1142260,2024-11-01,6.0000,0,22.9000
06281086012208,"Verine SR 200mg 30 RMBP",1143857,2025-02-01,6.0000,0,38.5000
06281086012208,"Verine SR 200mg 30 RMBP",344222,0000-00-00,0.0000,0,38.5000
06281086012901,"Lejam 60mg 4Tab",,0000-00-00,0.0000,0,67.0000
06281086013960,"Snafi 5mg tab",1145987,2025-02-01,3.0000,0,136.1500
06281086013960,"Snafi 5mg tab",ac0140,0000-00-00,0.0000,0,136.1500
06281086013960,"Snafi 5mg tab",1145985,2025-03-01,6.0000,0,136.1500
06281086013960,"Snafi 5mg tab",344222,0000-00-00,0.0000,0,136.1500
06281086221044,"Sapofen Junior Susp 100mg 120ML",1146955,2026-05-01,19.0000,0,7.2000
06281086221044,"Sapofen Junior Susp 100mg 120ML",vn329a,0000-00-00,0.0000,0,7.2000
06281086240328,"Liblab Syrup 100ml",1143824,2025-01-01,3.0000,0,37.5850
06281086610022,"Daonil M 500/2.5mg 30tab",1146437,2025-02-28,0.0000,0,14.8500
06281086610022,"Daonil M 500/2.5mg 30tab",221105,0000-00-00,0.0000,0,14.8500
06281086650028,"Cialis 20mg tabs  bx/4",1144743,2025-08-31,0.0000,0,109.5000
06281086650028,"Cialis 20mg tabs  bx/4",m1301,0000-00-00,0.0000,0,109.5000
06281086650028,"Cialis 20mg tabs  bx/4",1144740,2025-08-31,29.0000,0,109.5000
06281086650028,"Cialis 20mg tabs  bx/4",221105,0000-00-00,0.0000,0,109.5000
06281086704974,"Bactrim Forte 10 tab",1144699,2026-01-01,3.0000,0,23.3000
06281086704974,"Bactrim Forte 10 tab",221105,0000-00-00,0.0000,0,23.3000
06281147000328,"Defosalic Lotion 30ml",,0000-00-00,0.0000,0,13.1000
06281147001943,"Glide 2mg 30 tab",,0000-00-00,0.0000,0,13.7000
06281147001950,"Glide 3mg 30 tab",,0000-00-00,0.0000,0,23.6000
06281147002544,"Defonex Nasal Spray",,0000-00-00,0.0000,0,37.4500
06281147010006,"Deforax 5gm Cream",,0000-00-00,0.0000,0,12.6500
06285074000154,"Levitra 20mg Tabs",BXJT361,2024-01-31,6.0000,0,93.9500
06285074000154,"Levitra 20mg Tabs",154179,0000-00-00,0.0000,0,93.9500
06285074000154,"Levitra 20mg Tabs",nt69k00s1,0000-00-00,0.0000,0,93.9500
06285074000215,"Xarelto 10mg 10tab",bxjx7c1,2025-08-28,1.0000,0,93.2000
06285074000215,"Xarelto 10mg 10tab",ac0140,0000-00-00,0.0000,0,93.2000
06285074000314,"Canesten 1% 20g Cream",gpo2k5h,2025-11-30,10.0000,0,16.1500
06285074000314,"Canesten 1% 20g Cream",m1301,0000-00-00,0.0000,0,16.1500
06285074000314,"Canesten 1% 20g Cream",gp02k5h,2025-11-30,0.0000,0,16.1500
06285074000314,"Canesten 1% 20g Cream",2401122,0000-00-00,0.0000,0,16.1500
06285074000420,"Diane-35 21 tab",kt0ffb3,2025-07-01,10.0000,0,21.9000
06285074000420,"Diane-35 21 tab",kt0jl5j,2025-09-30,6.0000,0,21.9000
06285074000420,"Diane-35 21 tab",tly32,0000-00-00,0.0000,0,21.9000
06285074000444,"Gynera 21tab",KT0FPRAL,2024-08-13,6.0000,0,17.6500
06285074000444,"Gynera 21tab",233,0000-00-00,0.0000,0,17.6500
06285074000444,"Gynera 21tab",kt0fpal,2024-08-13,18.0000,0,17.6500
06285074000444,"Gynera 21tab",k2786,0000-00-00,0.0000,0,17.6500
06285074000475,"Microlut tab",KT0BAB0,2024-10-31,5.0000,0,14.5500
06285074000475,"Microlut tab",nt69k00s1,0000-00-00,0.0000,0,14.5500
06285074000567,"Yasmin 21s tab",kt0fl0k,2025-07-31,20.0000,0,23.7500
06285074000567,"Yasmin 21s tab",ac0140,0000-00-00,0.0000,0,23.7500
06285074000567,"Yasmin 21s tab",kt0fl0kl,2025-07-31,25.0000,0,23.7500
06285074000567,"Yasmin 21s tab",154179,0000-00-00,0.0000,0,23.7500
06285074000574,"Primolut- N 5mg 30tab",wew7dv,2027-02-28,15.0000,0,18.4000
06285074000574,"Primolut- N 5mg 30tab",ac0140,0000-00-00,0.0000,0,18.4000
06285074000574,"Primolut- N 5mg 30tab",154179,0000-00-00,0.0000,0,18.4000
06285074000758,"Redoxon Eff 10tab",,0000-00-00,80.0000,0,14.1500
06285074000758,"Redoxon Eff 10tab",vn329a,0000-00-00,0.0000,0,14.1500
06285074000758,"Redoxon Eff 10tab",n2z280,2025-01-30,0.0000,0,14.1500
06285074000758,"Redoxon Eff 10tab",tf8v,0000-00-00,0.0000,0,14.1500
06285074000758,"Redoxon Eff 10tab",eee,2025-01-31,40.0000,0,14.1500
06285074000765,"Rennie tab  bx/48",n3p137,2025-12-31,6.0000,0,9.3000
06285074000765,"Rennie tab  bx/48",ac0140,0000-00-00,0.0000,0,9.3000
06285074000765,"Rennie tab  bx/48",154179,0000-00-00,0.0000,0,9.3000
06285074000840,"Bepanthen plus cream 5% 30gm",gp02e59,2024-05-31,20.0000,0,12.3500
06285074000840,"Bepanthen plus cream 5% 30gm",221105,0000-00-00,0.0000,0,12.3500
06285074000857,"Bepanthen cream 5% 30gm",gp02kew,2025-11-30,32.0000,0,19.9500
06285074000857,"Bepanthen cream 5% 30gm",221105,0000-00-00,0.0000,0,19.9500
06285074000864,"Bepanthen oint. 5% 30 gm",gp02fst,2024-07-31,10.0000,0,15.0000
06285074000864,"Bepanthen oint. 5% 30 gm",221105,0000-00-00,0.0000,0,15.0000
06285074001076,"Yaz Plus 28 Fc Tab",wew2bx,2025-05-31,7.0000,0,44.4500
06285074001076,"Yaz Plus 28 Fc Tab",vn697b,0000-00-00,0.0000,0,44.4500
06285074001076,"Yaz Plus 28 Fc Tab",wev3ct,2024-08-31,4.0000,0,44.4500
06285074001076,"Yaz Plus 28 Fc Tab",344222,0000-00-00,0.0000,0,44.4500
06285074001083,"Clarinase 14tab",jprg2308a,2025-01-31,26.0000,0,17.2000
06285074001083,"Clarinase 14tab",m1301,0000-00-00,0.0000,0,17.2000
06285074001083,"Clarinase 14tab",jrpg2308a,2025-01-31,0.0000,0,17.2000
06285074001083,"Clarinase 14tab",2401122,0000-00-00,0.0000,0,17.2000
06285074001083,"Clarinase 14tab",jrpg2307a,2025-01-31,10.0000,0,17.2000
06285074001083,"Clarinase 14tab",221105,0000-00-00,0.0000,0,17.2000
06285074001083,"Clarinase 14tab",jrpg2301d,2024-12-23,100.0000,0,17.2000
06285074001113,"Aspirin Protect 100mg 60Tab",bt17276,2024-02-01,21.0000,0,19.0500
06285074001113,"Aspirin Protect 100mg 60Tab",221105,0000-00-00,0.0000,0,19.0500
06285074004534,"Priorin N 90 caps",,0000-00-00,0.0000,0,86.5500
06285079000050,"Micardis Plus 80/12.5mg 28 tab",105286,2024-07-01,0.0000,0,72.8500
06285079000050,"Micardis Plus 80/12.5mg 28 tab",202897,2025-04-30,2.0000,0,72.8500
06285079000050,"Micardis Plus 80/12.5mg 28 tab",nt69k00s1,0000-00-00,0.0000,0,72.8500
06285079000272,"Mucosolvan 100ml syrup",223943,2025-10-31,15.0000,0,15.0000
06285079000272,"Mucosolvan 100ml syrup",154179,0000-00-00,0.0000,0,15.0000
06285079000272,"Mucosolvan 100ml syrup",234238,2026-01-31,10.0000,0,15.0000
06285079000272,"Mucosolvan 100ml syrup",k3590,0000-00-00,0.0000,0,15.0000
06285079000272,"Mucosolvan 100ml syrup",nt69k00s1,0000-00-00,0.0000,0,15.0000
06285079000494,"Atrovent 250mcg/2ml Vial",2981208,2024-11-30,0.0000,0,27.6000
06285079000494,"Atrovent 250mcg/2ml Vial",221105,0000-00-00,0.0000,0,27.6000
06285079000715,"Mobic 7.5mg 10tab",202466,2025-08-31,4.0000,0,10.8500
06285079000715,"Mobic 7.5mg 10tab",154179,0000-00-00,0.0000,0,10.8500
06285079000739,"Micardis 80mg 28tab",201426,2026-01-31,2.0000,0,72.8500
06285079000739,"Micardis 80mg 28tab",2r5v,0000-00-00,0.0000,0,72.8500
06285079000760,"Mobic 15mg 30tab",202405,2025-03-31,0.0000,0,44.4500
06285079000760,"Mobic 15mg 30tab",nt69k00s1,0000-00-00,0.0000,0,44.4500
06285079001064,"Jardiance 25mg 30tab",205433,2025-08-31,0.0000,0,159.0000
06285079001064,"Jardiance 25mg 30tab",nt69k00s1,0000-00-00,0.0000,0,159.0000
06285079001071,"Jardiance 10mg 30tab",201172,2024-12-01,1.0000,0,159.0000
06285079001217,"Synjardy 5/850 mg tab",201491,2025-01-31,1.0000,0,165.8000
06285079001217,"Synjardy 5/850 mg tab",ac0140,0000-00-00,0.0000,0,165.8000
06285079001217,"Synjardy 5/850 mg tab",154179,0000-00-00,0.0000,0,165.8000
06285079001248,"Synjardi 12.5/1000 60 Tab",204535,2025-06-30,1.0000,0,171.5000
06285079001248,"Synjardi 12.5/1000 60 Tab",vn329a,0000-00-00,0.0000,0,171.5000
06285079001248,"Synjardi 12.5/1000 60 Tab",tf8v,0000-00-00,0.0000,0,171.5000
06285079001255,"Atrovent 250mcg/2ml Vial",,0000-00-00,0.0000,0,27.6000
06285079001286,"Atrovent 500mcg/2ml vial",,0000-00-00,0.0000,0,42.1500
06285079001347,"Micardis 40mg tab",22h2901d1,2025-12-31,2.0000,0,56.2500
06285079001347,"Micardis 40mg tab",201117,2025-02-01,1.0000,0,56.2500
06285079001347,"Micardis 40mg tab",nt69k00s1,0000-00-00,0.0000,0,56.2500
06285079001606,"Trajenta 5mg 30Tab",ab4810ad3,2024-06-01,1.0000,0,113.4000
06285085000167,"Dramylin Paed Syrup 120ml",ns41,2026-01-01,0.0000,0,4.5500
06285085001003,"Panadrex 500 mg 24 Tab",NT59,2027-02-01,24.0000,0,5.0500
06285085001003,"Panadrex 500 mg 24 Tab",nt69k00s1,0000-00-00,0.0000,0,5.0500
06285085001249,"Fusix 40mg 30 tab",lt391,2024-07-01,6.0000,0,18.0000
06285085001249,"Fusix 40mg 30 tab",tly32,0000-00-00,0.0000,0,18.0000
06285085001546,"Ezolvin 8 mg 20 Tab",nt183,2028-03-01,0.0000,0,6.5000
06285085001546,"Ezolvin 8 mg 20 Tab",k2786,0000-00-00,0.0000,0,6.5000
06285085001546,"Ezolvin 8 mg 20 Tab",mt534,2027-12-01,0.0000,0,6.5000
06285085001546,"Ezolvin 8 mg 20 Tab",tly32,0000-00-00,0.0000,0,6.5000
06285085001560,"Fludrex 24 tablet",nt212,2026-02-01,12.0000,0,8.7000
06285085001560,"Fludrex 24 tablet",tly32,0000-00-00,0.0000,0,8.7000
06285088000010,"Amaryl 1mg Tab 30",1u002,2024-10-01,0.0000,0,21.8575
06285088000027,"Amaryl 2mg Tab 30",1u001,2024-03-31,1.0000,0,33.9000
06285088000027,"Amaryl 2mg Tab 30",221105,0000-00-00,0.0000,0,33.9000
06285088000034,"Amaryl 3mg Tab 30",2u002,2025-06-30,9.0000,0,47.5833
06285088000256,"Clexane 40mg Syringe",fs272a,2024-03-01,16.0000,0,39.6500
06285088000256,"Clexane 40mg Syringe",221105,0000-00-00,0.0000,0,39.6500
06285088000287,"Clomid 50mg 10 tab",3357a,2026-01-31,2.0000,0,22.5000
06285088000287,"Clomid 50mg 10 tab",m1301,0000-00-00,0.0000,0,22.5000
06285088000331,"Cordarone 200gm 30tab",CA057,2024-11-30,0.0000,0,25.3000
06285088000362,"Daonil 5mg 30 tab",2te2c,2024-10-31,0.0000,0,24.6000
06285088000362,"Daonil 5mg 30 tab",221105,0000-00-00,0.0000,0,24.6000
06285088000423,"Depakine 200mg 40tab",3r031,2025-12-31,5.0000,0,18.4500
06285088000423,"Depakine 200mg 40tab",m1301,0000-00-00,0.0000,0,18.4500
06285088000430,"Depakine 200mg Oral Solution 40ml",clb07132,2025-10-31,2.0000,0,16.3500
06285088000478,"Depakine chrono 500mg 30tab",ea0224,2025-12-31,1.0000,0,51.8500
06285088000478,"Depakine chrono 500mg 30tab",m1301,0000-00-00,0.0000,0,51.8500
06285088000478,"Depakine chrono 500mg 30tab",2401122,0000-00-00,0.0000,0,51.8500
06285088000515,"Dogmatil 50mg 30cap",m1301,2025-06-30,5.0000,0,21.4000
06285088000515,"Dogmatil 50mg 30cap",2401122,0000-00-00,0.0000,0,21.4000
06285088000577,"Flagyl 250mg 20tab",2r1tc,2025-08-01,10.0000,0,10.0500
06285088000577,"Flagyl 250mg 20tab",2r5v,0000-00-00,0.0000,0,10.0500
06285088000584,"Flagyl 500mg 14  tab",2r2t8,2025-10-01,7.0000,0,19.1500
06285088000584,"Flagyl 500mg 14  tab",0437,0000-00-00,0.0000,0,19.1500
06285088000706,"Lantus Solostar 100 I.U./ML 5DPS",2F8659A,2025-02-01,1.0000,0,296.4500
06285088000706,"Lantus Solostar 100 I.U./ML 5DPS",2F8567A,2025-02-01,1.0000,0,296.4500
06285088000706,"Lantus Solostar 100 I.U./ML 5DPS",154179,0000-00-00,0.0000,0,296.4500
06285088000706,"Lantus Solostar 100 I.U./ML 5DPS",nt69k00s1,0000-00-00,0.0000,0,296.4500
06285088000737,"Lasix AMP 20mg /2ml 5 ampoules/box",k0077,2023-12-31,2.0000,0,12.9500
06285088000737,"Lasix AMP 20mg /2ml 5 ampoules/box",k3590,0000-00-00,0.0000,0,12.9500
06285088000737,"Lasix AMP 20mg /2ml 5 ampoules/box",k2786,0000-00-00,0.0000,0,12.9500
06285088000911,"Plavix 75mg 28tab",1,2025-03-30,1.0000,0,248.1500
06285088000966,"Primperan 10mg 20tab",j0800,2024-05-31,7.0000,0,6.7000
06285088000966,"Primperan 10mg 20tab",2uc708,0000-00-00,0.0000,0,6.7000
06285088001260,"Telfast 120mg 15 tab",ht0373,2025-01-31,12.0000,0,26.5500
06285088001260,"Telfast 120mg 15 tab",ac0140,0000-00-00,0.0000,0,26.5500
06285088001277,"Telfast 180mg film coated tab 15",ht1661,2025-09-30,8.0000,0,28.6500
06285088001277,"Telfast 180mg film coated tab 15",ac0140,0000-00-00,0.0000,0,28.6500
06285088001406,"Xatral XL 10mg 30tab",ht1330,2025-06-30,4.0000,0,102.6222
06285088001406,"Xatral XL 10mg 30tab",jt0002,2025-12-31,0.0000,0,102.6222
06285088001406,"Xatral XL 10mg 30tab",vn697b,0000-00-00,0.0000,0,102.6222
06285088002243,"Buscopan 10mg 20tab",222542,2025-02-28,25.0000,0,12.7500
06285088002243,"Buscopan 10mg 20tab",221105,0000-00-00,0.0000,0,12.7500
06285094000103,"Pantomax 20mg 30 ab",F220436,2026-05-01,2.0000,0,39.4000
06285094000103,"Pantomax 20mg 30 ab",1,2025-02-01,4.0000,0,39.4000
06285094000110,"Pantomax 40mg 15 tab",F210235,2025-03-31,0.0000,0,31.6500
06285094000127,"Pantomax 40mg 30 tab",f230001,2026-12-31,0.0000,0,56.4500
06285094000127,"Pantomax 40mg 30 tab",nt69k00s1,0000-00-00,0.0000,0,56.4500
06285094000202,"Olmetec 20mg 28 tab",f221039,2026-11-30,2.0000,0,62.4500
06285094000202,"Olmetec 20mg 28 tab",nt69k00s1,0000-00-00,0.0000,0,62.4500
06285094000219,"Olmetec 40mg 28 tab",F210392,2025-05-31,1.0000,0,91.0100
06285094000219,"Olmetec 40mg 28 tab",F210032,2025-01-01,1.0000,0,91.0100
06285094000226,"Olmetec Plus 20mg/12.5mg  28 tab",f221089,2026-11-30,1.0000,0,65.6000
06285094000226,"Olmetec Plus 20mg/12.5mg  28 tab",nt69k00s1,0000-00-00,0.0000,0,65.6000
06285094000240,"Olmetec Plus 40mg/25mg  28 tab",f210058,2025-01-30,2.0000,0,87.3000
06285094000240,"Olmetec Plus 40mg/25mg  28 tab",nt69k00s1,0000-00-00,0.0000,0,87.3000
06285094000264,"Vesicare  5mg FC 30 tab",f220401,2026-05-01,4.0000,0,137.7864
06285094000288,"Roxonin 60mg tab 20",f220999,2026-01-01,2.0000,0,30.4000
06285094000288,"Roxonin 60mg tab 20",154179,0000-00-00,0.0000,0,30.4000
06285094000295,"Omnic Ocas 0.4 mg 30 tab",f230213,2027-03-31,4.0000,0,71.7000
06285094000295,"Omnic Ocas 0.4 mg 30 tab",154179,0000-00-00,0.0000,0,71.7000
06285094000295,"Omnic Ocas 0.4 mg 30 tab",nt69k00s1,0000-00-00,0.0000,0,71.7000
06285094000318,"Sevikar 20/5mg 28 Tap",f230033,2027-01-31,6.0000,0,77.4667
06285094000318,"Sevikar 20/5mg 28 Tap",ac0140,0000-00-00,0.0000,0,77.4667
06285094000325,"Sevikar 20/10mg 28tab",F200666,2024-09-01,1.0000,0,93.0450
06285094000608,"Sevikar Hct 20/5/12.5mg 28 Tab",f210695,2025-05-31,2.0000,0,86.8500
06285094000608,"Sevikar Hct 20/5/12.5mg 28 Tab",344222,0000-00-00,0.0000,0,86.8500
06285094000639,"Sevikar Hct 40/10/12.5mg 28 Tab",f220775,2026-09-30,2.0000,0,124.2000
06285094000639,"Sevikar Hct 40/10/12.5mg 28 Tab",ac0140,0000-00-00,0.0000,0,124.2000
06285095000096,"Avalon salinose Adults Nasal Spray 30ml",91053,2024-08-01,7.0000,0,32.0000
06285095000119,"Avalon Avoquin Cream 4% 50g",0742034,2024-08-01,4.0000,0,33.6500
06285095000119,"Avalon Avoquin Cream 4% 50g",221105,0000-00-00,0.0000,0,33.6500
06285095000126,"Avalon Muscle Pain Relief Cream",4392076,2024-09-30,3.0000,0,48.0000
06285095000126,"Avalon Muscle Pain Relief Cream",221105,0000-00-00,0.0000,0,48.0000
06285095000195,"Avalon Salinose N/Spray Plus 20ml",612023,2024-11-01,2.0000,0,39.0000
06285095002328,"Avalon Avomack Solution 10 ml",,0000-00-00,0.0000,0,20.0000
06285095002328,"Avalon Avomack Solution 10 ml",1552053,2024-12-01,5.0000,0,20.0000
06285095002328,"Avalon Avomack Solution 10 ml",221105,0000-00-00,0.0000,0,20.0000
06285095005374,"Avalon Avocom Aqueous Nasal Spray 120 Metered",1792034,2024-01-01,3.0000,0,41.6000
06285095005374,"Avalon Avocom Aqueous Nasal Spray 120 Metered",221105,0000-00-00,0.0000,0,41.6000
06285095005701,"Rhinase Aqueous Nasal Spray",1362020,2023-12-01,6.0000,0,28.5000
06285095005701,"Rhinase Aqueous Nasal Spray",ac0140,0000-00-00,0.0000,0,28.5000
06285095005701,"Rhinase Aqueous Nasal Spray",154179,0000-00-00,0.0000,0,28.5000
06285095006227,"Broncast 10mg 28Tab",1912013,2025-11-01,7.0000,0,71.4500
06285095006227,"Broncast 10mg 28Tab",221105,0000-00-00,0.0000,0,71.4500
