Item No.,Item name,Patch No.,Ascon code,EXPIRY DATE,Qty,sp,TSP,PP,TPP,CP,TCP,Vat,vat value,total cost
111000199,Avalon Avocin Vaginal Cream 40g,5894001,526640,31/01/26,2,40.45,80.9,40.45,80.9,24.27,48.54,0,0,48.54
111000199,Avalon Avocin Vaginal Cream 40g,5894003,527868,1/1/2026,3,40.45,121.35,40.45,121.35,22.47784,67.43352,0,0,67.43352
121013230,Avalon Avocom - M Cream 50g,24874062,545466,4/8/2026,2,37.25,74.5,37.25,74.5,18.31605,36.6321,0,0,36.6321
111000226,Avalon Avocom 0.1% Cream 30g,594037,550378,1/11/2026,8,16.95,135.6,16.95,135.6,8.33442,66.67536,0,0,66.67536
111000227,Avalon Avocom 0.1% Ointment 30g,453009,513973,1/8/2025,1,17.1,17.1,17.1,17.1,6.84,6.84,0,0,6.84
111002999,Avalon Avocom Aqueous Nasal Spray 120 Metered,1794028,543832,1/7/2026,2,41.6,83.2,41.6,83.2,20.45497,40.90994,0,0,40.90994
111003760,Avalon Avocom M Cream 30g,1024035,550088,6/10/2026,8,23,184,23,184,11.30924,90.47392,0,0,90.47392
151001235,Avalon Avogain 2% Solution 50ml,474007,545742,1/5/2027,1,55.5,55.5,55.5,55.5,27.28968,27.28968,0,0,27.28968
121005295,Avalon Avogain 5% Solution 50ml,483154,540465,31/10/26,1,66,66,66,66,33.86222,33.86222,0,0,33.86222
151001368,Avalon Avohex Mouth Wash 300 ml,984015,526641,31/03/26,2,37,74,37,74,19.61,39.22,0,0,39.22
111004610,Avalon Avomack Soln 15ml,1554032,545693,1/6/2026,1,24,24,24,24,11.80094,11.80094,0,0,11.80094
111004610,Avalon Avomack Soln 15ml,1554045,549310,1/8/2026,3,24,72,24,72,11.80094,35.40282,0,0,35.40282
111004316,Avalon Avomeb Extra Ointment 30gm,6064043,550379,1/8/2026,2,63,126,63,126,30.97748,61.95496,0,0,61.95496
121014578,Avalon Avoquin 1.9 Cream,1703006,516807,1/12/2025,3,15.6,46.8,15.6,46.8,8.7107,26.1321,0,0,26.1321
111000203,Avalon Avotin -A 0.05 Cream 30 g,934025,550380,15/09/27,1,17.4,17.4,17.4,17.4,8.55568,8.55568,0,0,8.55568
111004692,Avalon Ciprogram 500mg 10 tab,2594008,546134,1/3/2027,3,54.25,162.75,54.25,162.75,26.67505,80.02515,0,0,80.02515
121013229,Avalon Dexa Cream 30g,6463039,545561,1/11/2025,1,22,22,22,22,10.81753,10.81753,0.15,1.6226295,12.4401595
151000059,Avalon Ez - Glide 40ml,552004,531171,1/12/2025,1,35,35,19.54,19.54,19.54,19.54,0,0,19.54
111000208,Avalon Muscle Pain Relief Cream,4394006,545691,1/5/2026,5,48,240,48,240,23.60189,118.00945,0,0,118.00945
121013228,Avalon Povidone Iodine 10% Antiseptic Solution 135ml,423009,511194,1/11/2025,1,40,40,40,40,17.33472,17.33472,0,0,17.33472
121013228,Avalon Povidone Iodine 10% Antiseptic Solution 135ml,423011,531172,16/12/25,1,40,40,22.34,22.34,22.34,22.34,0,0,22.34
111002768,Avalon Povidone Iodine 10% Antiseptic Solution 250 ML,273001,502590,1/1/2026,1,50,50,50,50,21.6684,21.6684,0,0,21.6684
111002767,Avalon Povidone Iodine 10% Vaginal Douche 135 ML,262003,480794,1/9/2025,2,36,72,36,72,17.40139,34.80278,0,0,34.80278
111000210,Avalon salinose Adults Nasal Spray 30ml,a0094002,540933,5/7/2027,1,40,40,40,40,19.66824,19.66824,0,0,19.66824
111000211,Avalon Salinose Baby Nasal Drops 20ml,704008,540934,5/3/2027,6,34,204,34,204,16.718,100.308,0,0,100.308
111000212,Avalon Salinose Gel,494003,546135,1/5/2026,1,40,40,40,40,19.66824,19.66824,0,0,19.66824
111000217,Avalon Urea Cream 100ml,4992009,499489,1/8/2025,1,51,51,51,51,24.65197,24.65197,0,0,24.65197
121013231,Avalon Vara Solution 50ml,2004011,543686,1/8/2026,2,45,90,45,90,22.12677,44.25354,0,0,44.25354
111002574,Avamys Nasal Spray 120ml,pc9f,541273,10/4/2026,2,44.3,88.6,44.3,88.6,33.56363,67.12726,0,0,67.12726
121017004,Avent 030/17 Nat FB 125ml,1,533047,1/8/2030,1,50,50,40.18,40.18,40.18,40.18,0.15,6.027,46.207
121017004,Avent 030/17 Nat FB 125ml,1,515955,23/04/28,1,50,50,41.33,41.33,41.33,41.33,0.15,6.1995,47.5295
121017773,Avent 030/27 Nat Fb 2x125ml,1,528728,2/11/2028,1,89,89,65.74,65.74,65.74,65.74,0.15,9.861,75.601
121017773,Avent 030/27 Nat Fb 2x125ml,1,512905,5/5/2028,1,89,89,67.62,67.62,67.62,67.62,0.15,10.143,77.763
121017773,Avent 030/27 Nat Fb 2x125ml,1,515953,2/7/2028,2,89,178,67.62,135.24,67.62,135.24,0.15,20.286,155.526
121017005,Avent 033/17 Nat FB 260ml,1,539169,21/11/28,2,57,114,42,84,42,84,0.15,12.6,96.6
121016556,Avent 043/27 Nat Nipple 3m,1,533785,1/8/2030,2,41,82,29.22,58.44,29.22,58.44,0.15,8.766,67.206
121016556,Avent 043/27 Nat Nipple 3m,1,500493,1/8/2030,2,41,82,30.06,60.12,30.06,60.12,0.15,9.018,69.138
121017009,Avent 053/17 Nat Fb Glass 240ml,1,473687,1/8/2030,2,69,138,56.35,112.7,56.35,112.7,0.15,16.905,129.605
121007400,Avent 156/01 Nipple Protector,mo,450387,1/8/2030,1,38,38,38,38,24.7,24.7,0.15,3.705,28.405
121007400,Avent 156/01 Nipple Protector,pk,450385,1/8/2030,3,38,114,38,114,24.7,74.1,0.15,11.115,85.215
121017012,Avent 376/21 Soother 06-18 M,1,547387,25/10/27,2,45,90,34.7,69.4,34.7,69.4,0.15,10.41,79.81
161000161,Avent 631/27 Teat 1 Hole,1,475447,1/8/2030,3,34,102,27.56,82.68,27.56,82.68,0.15,12.402,95.082
121009385,Avent 632/27 Teat 2 Hole,1,547385,5/6/2028,3,34,102,26.8,80.4,26.8,80.4,0.15,12.06,92.46
121008147,Avent 634/27 Teat 4 Hole,1,469008,1/8/2030,1,34,34,27.56,27.56,27.56,27.56,0.15,4.134,31.694
121011816,Avent 651/27 Nipple 2x om,1,467049,17/05/27,1,42,42,30.06,30.06,30.06,30.06,0.15,4.509,34.569
121011816,Avent 651/27 Nipple 2x om,1,482136,31/05/27,3,42,126,30.06,90.18,30.06,90.18,0.15,13.527,103.707
121011817,Avent 652/27 Nipple 2x 1m,1,467050,31/05/27,1,42,42,30.06,30.06,30.06,30.06,0.15,4.509,34.569
121012563,Avent 673/17 Nat Feeding Glass 240ml,1,512885,2/2/2028,1,69,69,56.35,56.35,56.35,56.35,0.15,8.4525,64.8025
121012563,Avent 673/17 Nat Feeding Glass 240ml,1,467044,30/06/27,1,69,69,56.35,56.35,56.35,56.35,0.15,8.4525,64.8025
121012561,Avent 696/17 Nat Feeding Bottle 330ml,1,539170,20/10/28,1,59,59,48.09,48.09,48.09,48.09,0.15,7.2135,55.3035
121012561,Avent 696/17 Nat Feeding Bottle 330ml,1,512896,7/4/2028,1,59,59,49.46,49.46,49.46,49.46,0.15,7.419,56.879
121017013,Avent 810/14 Ant Colic Fb Air Free Vent 125ml,1,495172,9/12/2027,2,42,84,31.31,62.62,31.31,62.62,0.15,9.393,72.013
121018768,Avent 810/61 Anti Colic Fb 125ml,7897,450381,1/8/2030,2,50,100,50,100,32.5,65,0.15,9.75,74.75
121016554,Avent 813/61 Feeding Bottle 260ml,1,528732,31/07/28,1,41,41,31.65,31.65,31.65,31.65,0.15,4.7475,36.3975
121016554,Avent 813/61 Feeding Bottle 260ml,1,547419,1/8/2030,2,42,84,31.65,63.3,31.65,63.3,0.15,9.495,72.795
121017779,Avent 813/62 Anti Colic 2x260ml,1,512898,3/8/2028,1,73,73,57.6,57.6,57.6,57.6,0.15,8.64,66.24
121017779,Avent 813/62 Anti Colic 2x260ml,1,528730,3/8/2028,1,73,73,56,56,56,56,0.15,8.4,64.4
121017015,Avent 816/61 Ant Colic Fb Air Free Vent 330ml,1,547386,9/1/2028,2,50,100,38.36,76.72,38.36,76.72,0.15,11.508,88.228
121018761,Avent Soother 0-6 m Ultra air Night Boys 376/11,1,515956,19/01/28,1,45,45,35.69,35.69,35.69,35.69,0.15,5.3535,41.0435
121018505,Avent Soother Ultra Air Night 6-18 Girls 2pcs 376/22,1,462527,31/05/27,1,45,45,35.69,35.69,35.69,35.69,0.15,5.3535,41.0435
121018505,Avent Soother Ultra Air Night 6-18 Girls 2pcs 376/22,1,547019,13/06/27,2,45,90,34.7,69.4,34.7,69.4,0.15,10.41,79.81
121019061,Avent Soother Ultra Night 0-6m Girls 2pcs 376/12,1,512907,11/7/2027,1,45,45,35.69,35.69,35.69,35.69,0.15,5.3535,41.0435
121019979,Avent Ultra Air Soother 18m Deco 349/10,1,547389,22/02/29,2,45,90,34.7,69.4,34.7,69.4,0.15,10.41,79.81
121019886,Avent Ultra Soft Soother 0-6m Girl 222/02,1,475551,1/8/2030,1,47,47,40.7,40.7,40.7,40.7,0.15,6.105,46.805
121019885,Avent Ultra Soft Soother 6m Boy 222/01,1,547388,8/2/2028,2,47,94,39.57,79.14,39.57,79.14,0.15,11.871,91.011
111004250,Avialis 20 mg 4 Tab,3524001,538138,1/1/2026,3,64,192,64,192,32.8361,98.5083,0,0,98.5083
111004395,Avialis 20mg 1tab,3534003,547466,18/08/26,2,16,32,7.41,14.82,7.41,14.82,0,0,14.82
111004276,Avialis 5mg 28 tab,3544002,550179,1/4/2026,1,136.15,136.15,136.15,136.15,69.85366,69.85366,0,0,69.85366
111004407,Avilop Syrup 100ml,6194,490597,1/3/2026,2,39.95,79.9,39.95,79.9,16.64717,33.29434,0,0,33.29434
121011389,Axe Deo Aero Apollo 150ml 207858,1,548136,29/11/26,3,29,87,15.6,46.8,15.6,46.8,0.15,7.02,53.82
121013354,Axe Deo Black 150ml 208393,1,534107,21/04/27,1,29,29,16,16,16,16,0.15,2.4,18.4
121013354,Axe Deo Black 150ml 208393,1,548137,26/06/27,5,29,145,15.6,78,15.6,78,0.15,11.7,89.7
121021349,Axe Deo Body Spray Epic Fresh 150,1,548139,28/02/27,6,29,174,15.6,93.6,15.6,93.6,0.15,14.04,107.64
121016987,Axe Deo Body Spray Gold Oud 150ml,1,548140,29/10/26,6,29,174,15.6,93.6,15.6,93.6,0.15,14.04,107.64
121018885,Axe Deo Stick Ice Chill 50ml,1,548135,5/2/2027,5,23,115,13.25,66.25,13.25,66.25,0.15,9.9375,76.1875
121018877,Axe Leather Cookies 150ml,1,548138,27/03/27,6,29,174,15.6,93.6,15.6,93.6,0.15,14.04,107.64
111003849,AZERA 100mg 90tab,314L,540938,1/3/2026,3,6.35,19.05,6.35,19.05,4.8158,14.4474,0,0,14.4474
111000231,Azi - Once 200mg oral susp. 22.5ml,ad0153,518606,1/4/2025,2,33.7,67.4,33.7,67.4,23.59189,47.18378,0,0,47.18378
111000232,Azi- Once 200mg oral susp. 30ml,AE0319,539896,24/05/26,4,43.6,174.4,43.6,174.4,30.52244,122.08976,0,0,122.08976
111000233,Azi- Once 250 mg 6 caps,AM0419,531174,1/11/2026,1,50.65,50.65,26.59,26.59,26.59,26.59,0,0,26.59
111000234,Azimac 250mg 6 Tabs,23dd53,490600,31/08/26,10,29.35,293.5,29.35,293.5,0,0,0,0,0
111000235,Azimac 500mg 3 tab,23dj27,519433,30/11/26,11,32.3,355.3,32.3,355.3,0,0,0,0,0
111004267,Azinic Optimal 60 cap,P00749B,531175,1/2/2026,2,33,66,24.75,49.5,24.75,49.5,0,0,49.5
111000236,Azi-Once 200mg oral susp. 15ml,BB0463,550323,3/3/2027,5,24.6,123,24.6,123,17.22138,86.1069,0,0,86.1069
121014617,B 4 U Wrist Support Large,55,350845,1/8/2030,1,10,10,10,10,5.7,5.7,0,0,5.7
111004547,Baby Derm Napkin Rash Cream 100ml,25670,511202,1/3/2026,1,55,55,55,55,24.75,24.75,0,0,24.75
141000761,Baby Joy Compressed xxxl Jumpo Box 2x27,1,463613,1/8/2030,1,98,98,89.39,89.39,89.39,89.39,0.15,13.4085,102.7985
141000756,Baby joy compressed xxxl mega pack 3x34,1,533101,1/8/2030,1,64.75,64.75,58.55666,58.55666,58.55666,58.55666,0.15,8.783499,67.340159
141000742,Baby Joy Culotte Giant Pack Junior Unisex 3x56,1,540449,1/8/2030,2,78.25,156.5,71.6666,143.3332,71.6666,143.3332,0.15,21.49998,164.83318
141000743,Baby Joy Culotte Giant Pack Junior XXL Unisex 3x50,1,505735,1/8/2030,1,78.25,78.25,71.33,71.33,71.33,71.33,0.15,10.6995,82.0295
141000746,Baby Joy Culotte Giant Pack Large Unisex 3x68,1,533105,1/8/2030,1,78.25,78.25,70.97,70.97,70.97,70.97,0.15,10.6455,81.6155
141000657,Baby Joy Culotte Jumbo Box Unisex Large 2x44 46432p,1,508834,1/8/2030,1,98,98,89.39,89.39,89.39,89.39,0.15,13.4085,102.7985
141000657,Baby Joy Culotte Jumbo Box Unisex Large 2x44 46432p,1,545277,1/8/2030,1,98,98,90,90,90,90,0.15,13.5,103.5
141000659,Baby Joy Culotte Jumbo Box Unisex XXL 2x32 46452p,1,463702,1/8/2030,1,98,98,89.39,89.39,89.39,89.39,0.15,13.4085,102.7985
141000821,Baby Joy Culotte Junior xxxxl 3x34 45170,1,538538,1/8/2030,3,64.5,193.5,58.8533,176.5599,58.8533,176.5599,0.15,26.483985,203.043885
141000821,Baby Joy Culotte Junior xxxxl 3x34 45170,1,540451,1/8/2030,4,64.5,258,58.3333,233.3332,58.3333,233.3332,0.15,34.99998,268.33318
141000838,Baby Joy Culotte Olive Pants Junior Mega Pack No 5  3x40,1,530120,1/8/2030,1,67,67,60.99,60.99,60.99,60.99,0.15,9.1485,70.1385
141000838,Baby Joy Culotte Olive Pants Junior Mega Pack No 5  3x40,1,525986,1/8/2030,2,67,134,49.53333,99.06666,49.53333,99.06666,0.15,14.859999,113.926659
141000611,Baby Joy Culotte Unisex Jumbo Pack Junior 3x36 46341,1,550574,1/8/2030,1,53,53,47.53,47.53,47.53,47.53,0.15,7.1295,54.6595
141000611,Baby Joy Culotte Unisex Jumbo Pack Junior 3x36 46341,1,500282,1/8/2030,2,52.25,104.5,47.53,95.06,47.53,95.06,0.15,14.259,109.319
141000612,Baby Joy Culotte Unisex Jumbo Pack Junior XXL 3x32 46351,1,533097,1/8/2030,2,52.25,104.5,47.28666,94.57332,47.28666,94.57332,0.15,14.185998,108.759318
141000610,Baby Joy Culotte Unisex Jumbo Pack Large 3x44 46331,1,505754,1/8/2030,1,52.25,52.25,47.53,47.53,47.53,47.53,0.15,7.1295,54.6595
141000609,Baby Joy Culotte Unisex Jumbo Pack Medium 3x48 46321,1,550578,1/8/2030,2,52.25,104.5,48.25,96.5,48.25,96.5,0.15,14.475,110.975
141000609,Baby Joy Culotte Unisex Jumbo Pack Medium 3x48 46321,1,530149,1/8/2030,2,53,106,47.53,95.06,47.53,95.06,0.15,14.259,109.319
141000605,Baby Joy Culotte Unisex Mega Junior 3x44 45341,1,445345,1/8/2030,3,64.5,193.5,59.75,179.25,59.75,179.25,0.15,26.8875,206.1375
141000604,Baby Joy Culotte Unisex Mega Junior XXL 3x40 No.6,1,500325,1/8/2030,4,64.5,258,58.85,235.4,58.85,235.4,0.15,35.31,270.71
141000608,Baby Joy Culotte Unisex Mega Large 3x56 45331,1,505842,1/8/2030,2,64.5,129,58.85,117.7,58.85,117.7,0.15,17.655,135.355
121013899,Baby Joy Culotte Unisex Saving Jun Xxl 6x8 No.6,1,550573,1/8/2030,6,14.25,85.5,12.93,77.58,12.93,77.58,0.15,11.637,89.217
121013897,Baby Joy Culotte Unisex Saving Large 6x11 No.4,1,500280,1/8/2030,5,14.25,71.25,13.13,65.65,13.13,65.65,0.15,9.8475,75.4975
141000615,Baby Joy Culotte Unisex Saving Medium 6x12 43321,1,466888,1/8/2030,7,14.25,99.75,13.125,91.875,13.125,91.875,0.15,13.78125,105.65625
141000763,Baby Joy Culotte xxxl Jumbo Pack 3x26,1,533098,1/8/2030,3,52.25,156.75,47.28666,141.85998,47.28666,141.85998,0.15,21.278997,163.138977
141000764,Baby Joy Culotte xxxl Jumbo Pack 4xl 3x20,1,533099,1/8/2030,2,52.25,104.5,47.28666,94.57332,47.28666,94.57332,0.15,14.185998,108.759318
141000740,Baby Joy Healthy Skin Giant Pack New Born 3x92,1,488632,1/8/2030,1,78.25,78.25,72.41666,72.41666,72.41666,72.41666,0.15,10.862499,83.279159
141000741,Baby Joy Healthy Skin Giant Pack Small 3x90,1,488631,1/8/2030,2,78.25,156.5,72.41666,144.83332,72.41666,144.83332,0.15,21.724998,166.558318
141000722,Baby Joy Healthy Skin Mega Junior xxl No.6 3x34,1,505750,1/8/2030,1,67,67,60.99,60.99,60.99,60.99,0.15,9.1485,70.1385
141000722,Baby Joy Healthy Skin Mega Junior xxl No.6 3x34,1,367500,1/8/2030,1,62,62,56.66666,56.66666,56.66666,56.66666,0.15,8.499999,65.166659
141000711,Baby Joy Healthy Skin Mega Pack Junior 3x42 No.5,1,461808,1/8/2030,4,67,268,60.98666,243.94664,60.98666,243.94664,0.15,36.591996,280.538636
141000720,Baby Joy Healthy Skin Mega Pack Medium 3x56,1,520175,1/8/2030,1,67,67,49.5333,49.5333,49.5333,49.5333,0.15,7.429995,56.963295
141000669,Baby Joy Healthy Skin Mega Pack New Born 3x72 No.1,1,455316,1/8/2030,1,67,67,61.9166,61.9166,61.9166,61.9166,0.15,9.28749,71.20409
141000670,Baby Joy Healthy Skin Mega Pack Sumall 3x68 No.2,1,463681,1/8/2030,2,67,134,60.98666,121.97332,60.98666,121.97332,0.15,18.295998,140.269318
141000762,Baby Joy Olive Pants xxxl Mega Pack 3x32,1,409524,1/8/2030,2,63,126,56.66666,113.33332,56.66666,113.33332,0.15,16.999998,130.333318
141000778,Baby Joy Olive XXL Saving Pack 8x7 No 6  25362,65544,449114,1/8/2030,3,13,39,13,39,8.32,24.96,0.15,3.744,28.704
141000778,Baby Joy Olive XXL Saving Pack 8x7 No 6  25362,1,542388,1/8/2030,8,14,112,12.6825,101.46,12.6825,101.46,0.15,15.219,116.679
141000549,Baby Joy Premium Giant Pack Junior 3x66 28842,1,454829,1/8/2030,3,78.25,234.75,71.33,213.99,71.33,213.99,0.15,32.0985,246.0885
141000552,Baby Joy Premium Giant Pack Junior XXL 3x46 No.6,1,505733,1/8/2030,2,78.25,156.5,71.33,142.66,71.33,142.66,0.15,21.399,164.059
141000552,Baby Joy Premium Giant Pack Junior XXL 3x46 No.6,1,454830,1/8/2030,4,78.25,313,71.33,285.32,71.33,285.32,0.15,42.798,328.118
141000551,Baby Joy Premium Giant Pack Large 3x74 28832,1,533093,1/8/2030,1,78.25,78.25,70.97,70.97,70.97,70.97,0.15,10.6455,81.6155
141000551,Baby Joy Premium Giant Pack Large 3x74 28832,1,455361,1/8/2030,4,78.25,313,71.33,285.32,71.33,285.32,0.15,42.798,328.118
141000566,Baby Joy Premium Giant Pack Medium 3x84 No.3,1,454835,1/8/2030,5,78.25,391.25,71.33,356.65,71.33,356.65,0.15,53.4975,410.1475
141000663,Baby Joy Sensitive Wipes 3x48 Pieces 6x3x48 20430,1,488611,1/8/2030,1,28,28,20.68333,20.68333,20.68333,20.68333,0.15,3.1024995,23.7858295
141000661,Baby Joy Sensitive Wipes 48 pieces 18x48 20410,1,510360,1/8/2030,7,13,91,9.185,64.295,9.185,64.295,0.15,9.64425,73.93925
141000570,Baby Joy Stretch Jumbo Box Pack Junior 2x40 29942,1,454834,1/8/2030,1,98,98,89.39,89.39,89.39,89.39,0.15,13.4085,102.7985
141000571,Baby Joy Stretch Jumbo Box Pack Large + 2x44,1,500276,1/8/2030,1,98,98,89.39,89.39,89.39,89.39,0.15,13.4085,102.7985
141000569,Baby Joy Stretch Jumbo Box Pack Large 2x48 29932,1,463616,1/8/2030,1,98,98,89.39,89.39,89.39,89.39,0.15,13.4085,102.7985
141000569,Baby Joy Stretch Jumbo Box Pack Large 2x48 29932,1,533085,1/8/2030,2,98,196,88.935,177.87,88.935,177.87,0.15,26.6805,204.5505
141000656,Baby Joy Stretch Jumbo Box Pack XXL 2x30 29952,1,463614,1/8/2030,2,98,196,89.39,178.78,89.39,178.78,0.15,26.817,205.597
141000482,Baby Joy Tape Jumbo Pack Junior 3x40 29842,1,500781,1/8/2030,1,53,53,47.53,47.53,47.53,47.53,0.15,7.1295,54.6595
141000482,Baby Joy Tape Jumbo Pack Junior 3x40 29842,1,461818,1/8/2030,2,53,106,47.52666,95.05332,47.52666,95.05332,0.15,14.257998,109.311318
141000487,Baby Joy Tape Jumbo pack L + 3x44 29862,1,461819,1/8/2030,4,53,212,47.52666,190.10664,47.52666,190.10664,0.15,28.515996,218.622636
141000410,Baby Joy Tape Jumbo Pack Large 3x48 29832,1,505839,1/8/2030,1,53,53,47.53,47.53,47.53,47.53,0.15,7.1295,54.6595
141000410,Baby Joy Tape Jumbo Pack Large 3x48 29832,1,461820,1/8/2030,2,53,106,47.52666,95.05332,47.52666,95.05332,0.15,14.257998,109.311318
121011595,Baby joy Tape Jumbo Pack New Born 3x68 29802,1,550577,1/8/2030,1,52.25,52.25,48.25,48.25,48.25,48.25,0.15,7.2375,55.4875
121011595,Baby joy Tape Jumbo Pack New Born 3x68 29802,1,461821,1/8/2030,1,53,53,47.52666,47.52666,47.52666,47.52666,0.15,7.128999,54.655659
121011595,Baby joy Tape Jumbo Pack New Born 3x68 29802,1,549797,1/8/2030,2,53,106,47.53,95.06,47.53,95.06,0.15,14.259,109.319
121011636,Baby Joy Tape Jumbo Pack Small 3x68 29812,1,485027,1/8/2030,6,53,318,47.52666,285.15996,47.52666,285.15996,0.15,42.773994,327.933954
141000485,Baby Joy Tape Mega Pack Junior 3x52 No.5,1,533550,1/8/2030,1,64.75,64.75,58.71833,58.71833,58.71833,58.71833,0.15,8.8077495,67.5260795
141000486,Baby Joy Tape Mega pack Junior XXL 3x38 No.6,1,533092,1/8/2030,1,64.75,64.75,58.72,58.72,58.72,58.72,0.15,8.808,67.528
121011596,Baby Joy Tape Mega Pack Large + 3x56 No.4+,1,533091,1/8/2030,2,64.75,129.5,58.72,117.44,58.72,117.44,0.15,17.616,135.056
121011596,Baby Joy Tape Mega Pack Large + 3x56 No.4+,1,463693,1/8/2030,3,64.75,194.25,59.01833,177.05499,59.01833,177.05499,0.15,26.5582485,203.6132385
141000484,Baby Joy Tape Mega Pack Large 3x60 No.4,1,472337,1/8/2030,3,64.75,194.25,59.01666,177.04998,59.01666,177.04998,0.15,26.557497,203.607477
141000603,Baby Joy Tape Mega Pack New Born 3x84 No.1,1,545411,1/8/2030,2,64.75,129.5,59.01833,118.03666,59.01833,118.03666,0.15,17.705499,135.742159
141000586,Baby Joy Tape Mega Pack Small 3x84 No.2,1,545412,1/8/2030,2,64.75,129.5,59.01833,118.03666,59.01833,118.03666,0.15,17.705499,135.742159
141000488,Baby Joy Tape Saving Pack Junior 8x9 No.5,1,538537,1/8/2030,7,11.3,79.1,9.97312,69.81184,9.97312,69.81184,0.15,10.471776,80.283616
141000488,Baby Joy Tape Saving Pack Junior 8x9 No.5,1,530147,1/8/2030,8,11.3,90.4,9.97,79.76,9.97,79.76,0.15,11.964,91.724
141000550,Baby Joy Tape Saving Pack Junior XXL 8x7 No.6,1,538562,1/8/2030,3,11.3,33.9,9.97312,29.91936,9.97312,29.91936,0.15,4.487904,34.407264
141000406,Baby Joy Tape Saving Pack Large + 8x10 No.4+,1,530146,1/8/2030,8,11.3,90.4,9.97,79.76,9.97,79.76,0.15,11.964,91.724
141000479,Baby Joy Tape Saving Pack Large 8x11 No.4,1,520266,1/8/2030,1,11.3,11.3,9.97375,9.97375,9.97375,9.97375,0.15,1.4960625,11.4698125
141000479,Baby Joy Tape Saving Pack Large 8x11 No.4,1,538536,1/8/2030,13,11.3,146.9,9.97312,129.65056,9.97312,129.65056,0.15,19.447584,149.098144
121011594,Baby Joy Tape Saving Pack Medium 8x12 No.3,1,538535,1/8/2030,1,11.3,11.3,9.97312,9.97312,9.97312,9.97312,0.15,1.495968,11.469088
121011594,Baby Joy Tape Saving Pack Medium 8x12 No.3,1,533071,1/8/2030,2,11.3,22.6,9.9225,19.845,9.9225,19.845,0.15,2.97675,22.82175
121011594,Baby Joy Tape Saving Pack Medium 8x12 No.3,1,550593,1/8/2030,8,11.3,90.4,9.97,79.76,9.97,79.76,0.15,11.964,91.724
141000417,Baby Joy Tape Saving Pack New Born 8x17 No.1,1,505729,1/8/2030,1,11.3,11.3,10.13,10.13,10.13,10.13,0.15,1.5195,11.6495
141000417,Baby Joy Tape Saving Pack New Born 8x17 No.1,1,533069,1/8/2030,4,11.3,45.2,9.9225,39.69,9.9225,39.69,0.15,5.9535,45.6435
121011646,Baby joy tape saving pack new born 8x18,1,542385,1/8/2030,3,11.3,33.9,9.97375,29.92125,9.97375,29.92125,0.15,4.4881875,34.4094375
121011647,Baby Joy Tape Saving Pack Small 8x15 No.2,1,510350,1/8/2030,1,11.13,11.13,10.125,10.125,10.125,10.125,0.15,1.51875,11.64375
121011647,Baby Joy Tape Saving Pack Small 8x15 No.2,1,533070,1/8/2030,2,11.3,22.6,9.9225,19.845,9.9225,19.845,0.15,2.97675,22.82175
121011647,Baby Joy Tape Saving Pack Small 8x15 No.2,1,538560,1/8/2030,4,11.3,45.2,9.97375,39.895,9.97375,39.895,0.15,5.98425,45.87925
121011647,Baby Joy Tape Saving Pack Small 8x15 No.2,1,550575,1/8/2030,6,11.3,67.8,9.97,59.82,9.97,59.82,0.15,8.973,68.793
141000481,Baby Joy Tape Value Pack Junior 4x27 No.5,1,500271,1/8/2030,2,34.25,68.5,31.28,62.56,31.28,62.56,0.15,9.384,71.944
141000409,Baby Joy Tape Value Pack Junior XXL 4x19 No.6,1,533079,1/8/2030,1,34.25,34.25,31.115,31.115,31.115,31.115,0.15,4.66725,35.78225
141000480,Baby Joy Tape Value Pack Large + 4x29 No.4+,1,550594,20/09/26,1,34.25,34.25,32.11,32.11,32.11,32.11,0.15,4.8165,36.9265
141000480,Baby Joy Tape Value Pack Large + 4x29 No.4+,1,550576,1/8/2030,2,34.25,68.5,31.12,62.24,31.12,62.24,0.15,9.336,71.576
141000480,Baby Joy Tape Value Pack Large + 4x29 No.4+,1,500270,1/8/2030,2,34.25,68.5,31.28,62.56,31.28,62.56,0.15,9.384,71.944
141000412,Baby Joy Tape Value Pack Large 4x32 No.4,1,463688,1/8/2030,5,34.25,171.25,31.27375,156.36875,31.27375,156.36875,0.15,23.4553125,179.8240625
141000408,Baby Joy Tape Value Pack Medium 4x34 No.3,1,500268,1/8/2030,1,34.25,34.25,31.27,31.27,31.27,31.27,0.15,4.6905,35.9605
141000408,Baby Joy Tape Value Pack Medium 4x34 No.3,1,454825,1/8/2030,2,34.25,68.5,31.275,62.55,31.275,62.55,0.15,9.3825,71.9325
121011635,Baby Joy Tape Value Pack New Born 4x44 No.1,1,455349,1/8/2030,5,34.25,171.25,31.275,156.375,31.275,156.375,0.15,23.45625,179.83125
141000407,Baby Joy Tape Value Pack Small 4x44 No.2,1,463687,1/8/2030,2,34.25,68.5,31.27375,62.5475,31.27375,62.5475,0.15,9.382125,71.929625
121016461,Baby Joy Thick Wet Wpes 12x40,1,508835,1/8/2030,10,16,160,11.33,113.3,11.33,113.3,0.15,16.995,130.295
141000462,Baby Joy Wet Wipes 12x80 20181,1,488612,1/8/2030,6,16,96,11.9,71.4,11.9,71.4,0.15,10.71,82.11
141000461,Baby Joy Wet Wipes 18x50 20151,1,472349,1/8/2030,9,12,108,10.5,94.5,9.45,85.05,0.15,12.7575,97.8075
